Source,Target
Qi J,Huo CJ
Qi J,Li X
Qi J,Bai J
Qi J,Gao HL
Qi J,Kou B
Qi J,Liu KL
Qi J,Zhang DD
Qi J,Chen WS
Qi J,Cui W
Qi J,Zhu GQ
Qi J,Shi XL
Qi J,Kang YM
Yu XJ,Huo CJ
Yu XJ,Li X
Yu XJ,Bai J
Yu XJ,Gao HL
Yu XJ,Kou B
Yu XJ,Liu KL
Yu XJ,Zhang DD
Yu XJ,Chen WS
Yu XJ,Cui W
Yu XJ,Zhu GQ
Yu XJ,Shi XL
Yu XJ,Kang YM
Huo CJ,Li X
Huo CJ,Bai J
Huo CJ,Gao HL
Huo CJ,Kou B
Huo CJ,Liu KL
Huo CJ,Zhang DD
Huo CJ,Chen WS
Huo CJ,Cui W
Huo CJ,Zhu GQ
Huo CJ,Shi XL
Huo CJ,Kang YM
Li X,Bai J
Li X,Gao HL
Li X,Kou B
Li X,Liu KL
Li X,Zhang DD
Li X,Chen WS
Li X,Cui W
Li X,Zhu GQ
Li X,Shi XL
Li X,Kang YM
Bai J,Gao HL
Bai J,Kou B
Bai J,Liu KL
Bai J,Zhang DD
Bai J,Chen WS
Bai J,Cui W
Bai J,Zhu GQ
Bai J,Shi XL
Bai J,Kang YM
Gao HL,Kou B
Gao HL,Liu KL
Gao HL,Zhang DD
Gao HL,Chen WS
Gao HL,Cui W
Gao HL,Zhu GQ
Gao HL,Shi XL
Gao HL,Kang YM
Kou B,Liu KL
Kou B,Zhang DD
Kou B,Chen WS
Kou B,Cui W
Kou B,Zhu GQ
Kou B,Shi XL
Kou B,Kang YM
Liu KL,Zhang DD
Liu KL,Chen WS
Liu KL,Cui W
Liu KL,Zhu GQ
Liu KL,Shi XL
Liu KL,Kang YM
Zhang DD,Chen WS
Zhang DD,Cui W
Zhang DD,Zhu GQ
Zhang DD,Shi XL
Zhang DD,Kang YM
Chen WS,Cui W
Chen WS,Zhu GQ
Chen WS,Shi XL
Chen WS,Kang YM
Cui W,Zhu GQ
Cui W,Shi XL
Cui W,Kang YM
Zhu GQ,Shi XL
Zhu GQ,Kang YM
Moreira CG,Russell R
Moreira CG,Mishra AA
Moreira CG,Narayanan S
Moreira CG,Ritchie JM
Moreira CG,Waldor MK
Moreira CG,Curtis MM
Moreira CG,Winter SE
Moreira CG,Weinshenker D
Moreira CG,Sperandio V
Russell R,Mishra AA
Russell R,Narayanan S
Russell R,Ritchie JM
Russell R,Waldor MK
Russell R,Curtis MM
Russell R,Winter SE
Russell R,Weinshenker D
Russell R,Sperandio V
Mishra AA,Narayanan S
Mishra AA,Ritchie JM
Mishra AA,Waldor MK
Mishra AA,Curtis MM
Mishra AA,Winter SE
Mishra AA,Weinshenker D
Mishra AA,Sperandio V
Narayanan S,Ritchie JM
Narayanan S,Waldor MK
Narayanan S,Curtis MM
Narayanan S,Winter SE
Narayanan S,Weinshenker D
Narayanan S,Sperandio V
Ritchie JM,Waldor MK
Ritchie JM,Curtis MM
Ritchie JM,Winter SE
Ritchie JM,Weinshenker D
Ritchie JM,Sperandio V
Waldor MK,Curtis MM
Waldor MK,Winter SE
Waldor MK,Weinshenker D
Waldor MK,Sperandio V
Curtis MM,Winter SE
Curtis MM,Weinshenker D
Curtis MM,Sperandio V
Winter SE,Weinshenker D
Winter SE,Sperandio V
Omote H,Miyaji T
Omote H,Hiasa M
Omote H,Juge N
Omote H,Moriyama Y
Miyaji T,Hiasa M
Miyaji T,Juge N
Miyaji T,Moriyama Y
Hiasa M,Juge N
Hiasa M,Moriyama Y
Liu L,Pei P
Liu L,Wang L
Green BT,Brown DR
Onakpoya IJ,Heneghan CJ
Onakpoya IJ,Aronson JK
Bouabid S,Tinakoua A
Bouabid S,Lakhdar-Ghazal N
Bouabid S,Benazzouz A
Tinakoua A,Lakhdar-Ghazal N
Tinakoua A,Benazzouz A
Hsu CT,Bhandawat V
Ghasemi F,Hormozi-Nezhad MR
Ghasemi F,Mahmoudi M
Jonsson A,Sjöström TA
Jonsson A,Tybrandt K
Jonsson A,Berggren M
Jonsson A,Simon DT
Sjöström TA,Tybrandt K
Sjöström TA,Berggren M
Sjöström TA,Simon DT
Tybrandt K,Berggren M
Tybrandt K,Simon DT
Florescu C,Istrătoaie O
Florescu C,Târtea GC
Florescu C,Pirici D
Florescu C,Streba CT
Florescu C,Cătălin B
Florescu C,Puiu I
Florescu C,Târtea EA
Florescu C,Caragea DC
Florescu C,Ghiluşi MC
Florescu C,Comănescu MV
Florescu C,Rogoveanu I
Florescu C,Vere CC
Istrătoaie O,Târtea GC
Istrătoaie O,Pirici D
Istrătoaie O,Streba CT
Istrătoaie O,Cătălin B
Istrătoaie O,Puiu I
Istrătoaie O,Târtea EA
Istrătoaie O,Caragea DC
Istrătoaie O,Ghiluşi MC
Istrătoaie O,Comănescu MV
Istrătoaie O,Rogoveanu I
Istrătoaie O,Vere CC
Târtea GC,Pirici D
Târtea GC,Streba CT
Târtea GC,Cătălin B
Târtea GC,Puiu I
Târtea GC,Târtea EA
Târtea GC,Caragea DC
Târtea GC,Ghiluşi MC
Târtea GC,Comănescu MV
Târtea GC,Rogoveanu I
Târtea GC,Vere CC
Pirici D,Streba CT
Pirici D,Cătălin B
Pirici D,Puiu I
Pirici D,Târtea EA
Pirici D,Caragea DC
Pirici D,Ghiluşi MC
Pirici D,Comănescu MV
Pirici D,Rogoveanu I
Pirici D,Vere CC
Streba CT,Cătălin B
Streba CT,Puiu I
Streba CT,Târtea EA
Streba CT,Caragea DC
Streba CT,Ghiluşi MC
Streba CT,Comănescu MV
Streba CT,Rogoveanu I
Streba CT,Vere CC
Cătălin B,Puiu I
Cătălin B,Târtea EA
Cătălin B,Caragea DC
Cătălin B,Ghiluşi MC
Cătălin B,Comănescu MV
Cătălin B,Rogoveanu I
Cătălin B,Vere CC
Puiu I,Târtea EA
Puiu I,Caragea DC
Puiu I,Ghiluşi MC
Puiu I,Comănescu MV
Puiu I,Rogoveanu I
Puiu I,Vere CC
Târtea EA,Caragea DC
Târtea EA,Ghiluşi MC
Târtea EA,Comănescu MV
Târtea EA,Rogoveanu I
Târtea EA,Vere CC
Caragea DC,Ghiluşi MC
Caragea DC,Comănescu MV
Caragea DC,Rogoveanu I
Caragea DC,Vere CC
Ghiluşi MC,Comănescu MV
Ghiluşi MC,Rogoveanu I
Ghiluşi MC,Vere CC
Comănescu MV,Rogoveanu I
Comănescu MV,Vere CC
Zhang Y,Zhang Y
Zhang Y,Wang G
Zhang Y,Chen W
Zhang Y,Li Y
Zhang Y,Zhang Y
Zhang Y,He P
Zhang Y,Wang Q
Zhang Y,Wang G
Zhang Y,Chen W
Zhang Y,Li Y
Zhang Y,Zhang Y
Zhang Y,He P
Zhang Y,Wang Q
Wang G,Chen W
Wang G,Li Y
Wang G,Zhang Y
Wang G,He P
Wang G,Wang Q
Chen W,Li Y
Chen W,Zhang Y
Chen W,He P
Chen W,Wang Q
Li Y,Zhang Y
Li Y,He P
Li Y,Wang Q
Zhang Y,He P
Zhang Y,Wang Q
An JH,Lee KJ
An JH,Choi JW
Qi Z,Yu GP
Qi Z,Tretter F
Qi Z,Pogarell O
Qi Z,Grace AA
Qi Z,Voit EO
Yu GP,Tretter F
Yu GP,Pogarell O
Yu GP,Grace AA
Yu GP,Voit EO
Tretter F,Pogarell O
Tretter F,Grace AA
Tretter F,Voit EO
Pogarell O,Grace AA
Pogarell O,Voit EO
Wang T,Yin L
Wang T,Zou X
Wang T,Shu Y
Wang T,Rasch MJ
Wang T,Wu S
Yin L,Zou X
Yin L,Shu Y
Yin L,Rasch MJ
Yin L,Wu S
Zou X,Shu Y
Zou X,Rasch MJ
Zou X,Wu S
Shu Y,Rasch MJ
Shu Y,Wu S
Coria-Avila GA,Herrera-Covarrubias D
Coria-Avila GA,Ismail N
Coria-Avila GA,Pfaus JG
Herrera-Covarrubias D,Ismail N
Herrera-Covarrubias D,Pfaus JG
Arafa NM,Marie MA
Arafa NM,AlAzimi SA
Lemoine D,Durand-de Cuttoli R
Lemoine D,Mourot A
Fernandes AM,Vendramini PH
Fernandes AM,Galaverna R
Fernandes AM,Schwab NV
Fernandes AM,Alberici LC
Fernandes AM,Augusti R
Fernandes AM,Castilho RF
Fernandes AM,Eberlin MN
Vendramini PH,Galaverna R
Vendramini PH,Schwab NV
Vendramini PH,Alberici LC
Vendramini PH,Augusti R
Vendramini PH,Castilho RF
Vendramini PH,Eberlin MN
Galaverna R,Schwab NV
Galaverna R,Alberici LC
Galaverna R,Augusti R
Galaverna R,Castilho RF
Galaverna R,Eberlin MN
Schwab NV,Alberici LC
Schwab NV,Augusti R
Schwab NV,Castilho RF
Schwab NV,Eberlin MN
Alberici LC,Augusti R
Alberici LC,Castilho RF
Alberici LC,Eberlin MN
Augusti R,Castilho RF
Augusti R,Eberlin MN
Pérez-Isidoro R,Ruiz-Suárez JC
Bergman HM,Lundin E
Bergman HM,Andersson M
Bergman HM,Lanekoff I
Lundin E,Andersson M
Lundin E,Lanekoff I
Cai HB,Wu GL
Cai HB,Huang CH
Cai HB,Huang ZS
Cai HB,Chen YB
Cai HB,Wang Q
Wu GL,Huang CH
Wu GL,Huang ZS
Wu GL,Chen YB
Wu GL,Wang Q
Huang CH,Huang ZS
Huang CH,Chen YB
Huang CH,Wang Q
Huang ZS,Chen YB
Huang ZS,Wang Q
Kaur R,Sanan R
Kaur R,Mahajan RK
Vázquez-Gómez M,Valent D
Vázquez-Gómez M,García-Contreras C
Vázquez-Gómez M,Arroyo L
Vázquez-Gómez M,Óvilo C
Vázquez-Gómez M,Isabel B
Vázquez-Gómez M,Bassols A
Vázquez-Gómez M,González-Bulnes A
Valent D,García-Contreras C
Valent D,Arroyo L
Valent D,Óvilo C
Valent D,Isabel B
Valent D,Bassols A
Valent D,González-Bulnes A
García-Contreras C,Arroyo L
García-Contreras C,Óvilo C
García-Contreras C,Isabel B
García-Contreras C,Bassols A
García-Contreras C,González-Bulnes A
Arroyo L,Óvilo C
Arroyo L,Isabel B
Arroyo L,Bassols A
Arroyo L,González-Bulnes A
Óvilo C,Isabel B
Óvilo C,Bassols A
Óvilo C,González-Bulnes A
Isabel B,Bassols A
Isabel B,González-Bulnes A
Esteve C,Tolner EA
Esteve C,Shyti R
Esteve C,van den Maagdenberg AM
Esteve C,McDonnell LA
Tolner EA,Shyti R
Tolner EA,van den Maagdenberg AM
Tolner EA,McDonnell LA
Shyti R,van den Maagdenberg AM
Shyti R,McDonnell LA
Jäger C,Hiller K
Jäger C,Buttini M
Wang J,Yi M
Wang J,Chen X
Wang J,Muhammad I
Wang J,Liu F
Wang J,Li R
Wang J,Li J
Wang J,Li J
Yi M,Chen X
Yi M,Muhammad I
Yi M,Liu F
Yi M,Li R
Yi M,Li J
Yi M,Li J
Chen X,Muhammad I
Chen X,Liu F
Chen X,Li R
Chen X,Li J
Chen X,Li J
Muhammad I,Liu F
Muhammad I,Li R
Muhammad I,Li J
Muhammad I,Li J
Liu F,Li R
Liu F,Li J
Liu F,Li J
Li R,Li J
Li R,Li J
Ratajczak P,Kus K
Ratajczak P,Gołembiowska K
Ratajczak P,Noworyta-Sokołowska K
Ratajczak P,Woźniak A
Ratajczak P,Zaprutko T
Ratajczak P,Nowakowska E
Kus K,Gołembiowska K
Kus K,Noworyta-Sokołowska K
Kus K,Woźniak A
Kus K,Zaprutko T
Kus K,Nowakowska E
Gołembiowska K,Noworyta-Sokołowska K
Gołembiowska K,Woźniak A
Gołembiowska K,Zaprutko T
Gołembiowska K,Nowakowska E
Noworyta-Sokołowska K,Woźniak A
Noworyta-Sokołowska K,Zaprutko T
Noworyta-Sokołowska K,Nowakowska E
Woźniak A,Zaprutko T
Woźniak A,Nowakowska E
Shariatgorji M,Strittmatter N
Shariatgorji M,Nilsson A
Shariatgorji M,Källback P
Shariatgorji M,Alvarsson A
Shariatgorji M,Zhang X
Shariatgorji M,Vallianatou T
Shariatgorji M,Svenningsson P
Shariatgorji M,Goodwin RJ
Shariatgorji M,Andren PE
Strittmatter N,Nilsson A
Strittmatter N,Källback P
Strittmatter N,Alvarsson A
Strittmatter N,Zhang X
Strittmatter N,Vallianatou T
Strittmatter N,Svenningsson P
Strittmatter N,Goodwin RJ
Strittmatter N,Andren PE
Nilsson A,Källback P
Nilsson A,Alvarsson A
Nilsson A,Zhang X
Nilsson A,Vallianatou T
Nilsson A,Svenningsson P
Nilsson A,Goodwin RJ
Nilsson A,Andren PE
Källback P,Alvarsson A
Källback P,Zhang X
Källback P,Vallianatou T
Källback P,Svenningsson P
Källback P,Goodwin RJ
Källback P,Andren PE
Alvarsson A,Zhang X
Alvarsson A,Vallianatou T
Alvarsson A,Svenningsson P
Alvarsson A,Goodwin RJ
Alvarsson A,Andren PE
Zhang X,Vallianatou T
Zhang X,Svenningsson P
Zhang X,Goodwin RJ
Zhang X,Andren PE
Vallianatou T,Svenningsson P
Vallianatou T,Goodwin RJ
Vallianatou T,Andren PE
Svenningsson P,Goodwin RJ
Svenningsson P,Andren PE
Farsi Z,Preobraschenski J
Farsi Z,van den Bogaart G
Farsi Z,Riedel D
Farsi Z,Jahn R
Farsi Z,Woehler A
Preobraschenski J,van den Bogaart G
Preobraschenski J,Riedel D
Preobraschenski J,Jahn R
Preobraschenski J,Woehler A
van den Bogaart G,Riedel D
van den Bogaart G,Jahn R
van den Bogaart G,Woehler A
Riedel D,Jahn R
Riedel D,Woehler A
Gao HL,Yu XJ
Gao HL,Qi J
Gao HL,Yi QY
Gao HL,Jing WH
Gao HL,Sun WY
Gao HL,Cui W
Gao HL,Mu JJ
Gao HL,Yuan ZY
Gao HL,Zhao XF
Gao HL,Liu KL
Gao HL,Zhu GQ
Gao HL,Shi XL
Gao HL,Liu JJ
Gao HL,Kang YM
Yu XJ,Qi J
Yu XJ,Yi QY
Yu XJ,Jing WH
Yu XJ,Sun WY
Yu XJ,Cui W
Yu XJ,Mu JJ
Yu XJ,Yuan ZY
Yu XJ,Zhao XF
Yu XJ,Liu KL
Yu XJ,Zhu GQ
Yu XJ,Shi XL
Yu XJ,Liu JJ
Yu XJ,Kang YM
Qi J,Yi QY
Qi J,Jing WH
Qi J,Sun WY
Qi J,Cui W
Qi J,Mu JJ
Qi J,Yuan ZY
Qi J,Zhao XF
Qi J,Liu KL
Qi J,Zhu GQ
Qi J,Shi XL
Qi J,Liu JJ
Qi J,Kang YM
Yi QY,Jing WH
Yi QY,Sun WY
Yi QY,Cui W
Yi QY,Mu JJ
Yi QY,Yuan ZY
Yi QY,Zhao XF
Yi QY,Liu KL
Yi QY,Zhu GQ
Yi QY,Shi XL
Yi QY,Liu JJ
Yi QY,Kang YM
Jing WH,Sun WY
Jing WH,Cui W
Jing WH,Mu JJ
Jing WH,Yuan ZY
Jing WH,Zhao XF
Jing WH,Liu KL
Jing WH,Zhu GQ
Jing WH,Shi XL
Jing WH,Liu JJ
Jing WH,Kang YM
Sun WY,Cui W
Sun WY,Mu JJ
Sun WY,Yuan ZY
Sun WY,Zhao XF
Sun WY,Liu KL
Sun WY,Zhu GQ
Sun WY,Shi XL
Sun WY,Liu JJ
Sun WY,Kang YM
Cui W,Mu JJ
Cui W,Yuan ZY
Cui W,Zhao XF
Cui W,Liu KL
Cui W,Zhu GQ
Cui W,Shi XL
Cui W,Liu JJ
Cui W,Kang YM
Mu JJ,Yuan ZY
Mu JJ,Zhao XF
Mu JJ,Liu KL
Mu JJ,Zhu GQ
Mu JJ,Shi XL
Mu JJ,Liu JJ
Mu JJ,Kang YM
Yuan ZY,Zhao XF
Yuan ZY,Liu KL
Yuan ZY,Zhu GQ
Yuan ZY,Shi XL
Yuan ZY,Liu JJ
Yuan ZY,Kang YM
Zhao XF,Liu KL
Zhao XF,Zhu GQ
Zhao XF,Shi XL
Zhao XF,Liu JJ
Zhao XF,Kang YM
Liu KL,Zhu GQ
Liu KL,Shi XL
Liu KL,Liu JJ
Liu KL,Kang YM
Zhu GQ,Shi XL
Zhu GQ,Liu JJ
Zhu GQ,Kang YM
Shi XL,Liu JJ
Shi XL,Kang YM
Zepf FD,Stewart RM
Coyle D,O'Donnell AM
Coyle D,Gillick J
Coyle D,Puri P
O'Donnell AM,Gillick J
O'Donnell AM,Puri P
Cai T,Notkins AL
Umezu T,Shibata Y
Wojnicz A,Avendaño Ortiz J
Wojnicz A,Casas AI
Wojnicz A,Freitas AE
Wojnicz A,G López M
Wojnicz A,Ruiz-Nuño A
Avendaño Ortiz J,Casas AI
Avendaño Ortiz J,Freitas AE
Avendaño Ortiz J,G López M
Avendaño Ortiz J,Ruiz-Nuño A
Casas AI,Freitas AE
Casas AI,G López M
Casas AI,Ruiz-Nuño A
Freitas AE,G López M
Freitas AE,Ruiz-Nuño A
Li X,Hu H
Li X,Zhao S
Li X,Liu YM
Hu H,Zhao S
Hu H,Liu YM
Zhang H,Li T
Zhang H,Li S
Zhang H,Liu F
Li T,Li S
Li T,Liu F
Mishra I,Singh D
Mishra I,Kumar V
Keenan WT,Rupp AC
Keenan WT,Ross RA
Keenan WT,Somasundaram P
Keenan WT,Hiriyanna S
Keenan WT,Wu Z
Keenan WT,Badea TC
Keenan WT,Robinson PR
Keenan WT,Lowell BB
Keenan WT,Hattar SS
Rupp AC,Ross RA
Rupp AC,Somasundaram P
Rupp AC,Hiriyanna S
Rupp AC,Wu Z
Rupp AC,Badea TC
Rupp AC,Robinson PR
Rupp AC,Lowell BB
Rupp AC,Hattar SS
Ross RA,Somasundaram P
Ross RA,Hiriyanna S
Ross RA,Wu Z
Ross RA,Badea TC
Ross RA,Robinson PR
Ross RA,Lowell BB
Ross RA,Hattar SS
Somasundaram P,Hiriyanna S
Somasundaram P,Wu Z
Somasundaram P,Badea TC
Somasundaram P,Robinson PR
Somasundaram P,Lowell BB
Somasundaram P,Hattar SS
Hiriyanna S,Wu Z
Hiriyanna S,Badea TC
Hiriyanna S,Robinson PR
Hiriyanna S,Lowell BB
Hiriyanna S,Hattar SS
Wu Z,Badea TC
Wu Z,Robinson PR
Wu Z,Lowell BB
Wu Z,Hattar SS
Badea TC,Robinson PR
Badea TC,Lowell BB
Badea TC,Hattar SS
Robinson PR,Lowell BB
Robinson PR,Hattar SS
Abdel-Hamid NM,Shehata DE
Abdel-Hamid NM,Abdel-Ghany AA
Abdel-Hamid NM,Ragaa A
Abdel-Hamid NM,Wahid A
Shehata DE,Abdel-Ghany AA
Shehata DE,Ragaa A
Shehata DE,Wahid A
Abdel-Ghany AA,Ragaa A
Abdel-Ghany AA,Wahid A
Liu Z,Wang L
Liu Z,Zhou Z
Liu Z,Sun Y
Liu Z,Wang M
Liu Z,Wang H
Liu Z,Hou Z
Liu Z,Gao D
Liu Z,Gao Q
Liu Z,Song L
Wang L,Zhou Z
Wang L,Sun Y
Wang L,Wang M
Wang L,Wang H
Wang L,Hou Z
Wang L,Gao D
Wang L,Gao Q
Wang L,Song L
Zhou Z,Sun Y
Zhou Z,Wang M
Zhou Z,Wang H
Zhou Z,Hou Z
Zhou Z,Gao D
Zhou Z,Gao Q
Zhou Z,Song L
Sun Y,Wang M
Sun Y,Wang H
Sun Y,Hou Z
Sun Y,Gao D
Sun Y,Gao Q
Sun Y,Song L
Wang M,Wang H
Wang M,Hou Z
Wang M,Gao D
Wang M,Gao Q
Wang M,Song L
Wang H,Hou Z
Wang H,Gao D
Wang H,Gao Q
Wang H,Song L
Hou Z,Gao D
Hou Z,Gao Q
Hou Z,Song L
Gao D,Gao Q
Gao D,Song L
Zhang F,Ma XL
Zhang F,Wang YX
Zhang F,Su RR
Zhang F,He C
Zhang F,Tian K
Zhang F,Liu YQ
Ma XL,Wang YX
Ma XL,Su RR
Ma XL,He C
Ma XL,Tian K
Ma XL,Liu YQ
Wang YX,Su RR
Wang YX,He C
Wang YX,Tian K
Wang YX,Liu YQ
Su RR,He C
Su RR,Tian K
Su RR,Liu YQ
He C,Tian K
He C,Liu YQ
Tufi S,Leonards P
Tufi S,Lamoree M
Tufi S,de Boer J
Tufi S,Legler J
Tufi S,Legradi J
Leonards P,Lamoree M
Leonards P,de Boer J
Leonards P,Legler J
Leonards P,Legradi J
Lamoree M,de Boer J
Lamoree M,Legler J
Lamoree M,Legradi J
de Boer J,Legler J
de Boer J,Legradi J
Wu LL,Liu Y
Wu LL,Yan C
Wu LL,Pan Y
Wu LL,Su JF
Wu LL,Wu WK
Liu Y,Yan C
Liu Y,Pan Y
Liu Y,Su JF
Liu Y,Wu WK
Yan C,Pan Y
Yan C,Su JF
Yan C,Wu WK
Pan Y,Su JF
Pan Y,Wu WK
Li C,Tong H
Li C,Yan Q
Li C,Tang S
Li C,Han X
Li C,Xiao W
Li C,Tan Z
Tong H,Yan Q
Tong H,Tang S
Tong H,Han X
Tong H,Xiao W
Tong H,Tan Z
Yan Q,Tang S
Yan Q,Han X
Yan Q,Xiao W
Yan Q,Tan Z
Tang S,Han X
Tang S,Xiao W
Tang S,Tan Z
Han X,Xiao W
Han X,Tan Z
Sullivan KG,Levin M
Folasire O,Mills KA
Folasire O,Sellers DJ
Folasire O,Chess-Williams R
Mills KA,Sellers DJ
Mills KA,Chess-Williams R
Furuhashi T,Sakamoto K
Yang ZL,Li H
Yang ZL,Wang B
Yang ZL,Liu SY
Li H,Wang B
Li H,Liu SY
Tschirner SK,Gutzki F
Tschirner SK,Schneider EH
Tschirner SK,Seifert R
Tschirner SK,Kaever V
Gutzki F,Schneider EH
Gutzki F,Seifert R
Gutzki F,Kaever V
Schneider EH,Seifert R
Schneider EH,Kaever V
Schou-Pedersen AMV,Hansen SN
Schou-Pedersen AMV,Tveden-Nyborg P
Schou-Pedersen AMV,Lykkesfeldt J
Hansen SN,Tveden-Nyborg P
Hansen SN,Lykkesfeldt J
Jiang M,Chen Y
Jiang M,Li C
Jiang M,Peng Q
Jiang M,Fang M
Jiang M,Liu W
Jiang M,Kang Q
Jiang M,Lin Y
Jiang M,Yung KK
Jiang M,Mo Z
Chen Y,Li C
Chen Y,Peng Q
Chen Y,Fang M
Chen Y,Liu W
Chen Y,Kang Q
Chen Y,Lin Y
Chen Y,Yung KK
Chen Y,Mo Z
Li C,Peng Q
Li C,Fang M
Li C,Liu W
Li C,Kang Q
Li C,Lin Y
Li C,Yung KK
Li C,Mo Z
Peng Q,Fang M
Peng Q,Liu W
Peng Q,Kang Q
Peng Q,Lin Y
Peng Q,Yung KK
Peng Q,Mo Z
Fang M,Liu W
Fang M,Kang Q
Fang M,Lin Y
Fang M,Yung KK
Fang M,Mo Z
Liu W,Kang Q
Liu W,Lin Y
Liu W,Yung KK
Liu W,Mo Z
Kang Q,Lin Y
Kang Q,Yung KK
Kang Q,Mo Z
Lin Y,Yung KK
Lin Y,Mo Z
Lietsche J,Imran I
Lietsche J,Klein J
Zhao D,Zheng L
Zhao D,Qi L
Zhao D,Wang S
Zhao D,Guan L
Zhao D,Xia Y
Zhao D,Cai J
Zheng L,Qi L
Zheng L,Wang S
Zheng L,Guan L
Zheng L,Xia Y
Zheng L,Cai J
Qi L,Wang S
Qi L,Guan L
Qi L,Xia Y
Qi L,Cai J
Wang S,Guan L
Wang S,Xia Y
Wang S,Cai J
Guan L,Xia Y
Guan L,Cai J
He M,Wang C
He M,Wei Y
Pifferi V,Soliveri G
Pifferi V,Panzarasa G
