Source,Target
Lamego MK,Nardi AE
Lamego MK,Machado S
Ferreira Rocha NB,Paes F
Ferreira Rocha NB,Oliveira AC
Ferreira Rocha NB,Lattari E
Ferreira Rocha NB,Rimes R
Ferreira Rocha NB,Manochio J
Ferreira Rocha NB,Budde H
Ferreira Rocha NB,Wegner M
Ferreira Rocha NB,Mura G
Ferreira Rocha NB,Arias-Carrión O
Ferreira Rocha NB,Cheniaux E
Ferreira Rocha NB,Yuan TF
Ferreira Rocha NB,Nardi AE
Ferreira Rocha NB,Machado S
Paes F,Oliveira AC
Paes F,Lattari E
Paes F,Rimes R
Paes F,Manochio J
Paes F,Budde H
Paes F,Wegner M
Paes F,Mura G
Paes F,Arias-Carrión O
Paes F,Cheniaux E
Paes F,Yuan TF
Paes F,Nardi AE
Paes F,Machado S
Oliveira AC,Lattari E
Oliveira AC,Rimes R
Oliveira AC,Manochio J
Oliveira AC,Budde H
Oliveira AC,Wegner M
Oliveira AC,Mura G
Oliveira AC,Arias-Carrión O
Oliveira AC,Cheniaux E
Oliveira AC,Yuan TF
Oliveira AC,Nardi AE
Oliveira AC,Machado S
Lattari E,Rimes R
Lattari E,Manochio J
Lattari E,Budde H
Lattari E,Wegner M
Lattari E,Mura G
Lattari E,Arias-Carrión O
Lattari E,Cheniaux E
Lattari E,Yuan TF
Lattari E,Nardi AE
Lattari E,Machado S
Rimes R,Manochio J
Rimes R,Budde H
Rimes R,Wegner M
Rimes R,Mura G
Rimes R,Arias-Carrión O
Rimes R,Cheniaux E
Rimes R,Yuan TF
Rimes R,Nardi AE
Rimes R,Machado S
Manochio J,Budde H
Manochio J,Wegner M
Manochio J,Mura G
Manochio J,Arias-Carrión O
Manochio J,Cheniaux E
Manochio J,Yuan TF
Manochio J,Nardi AE
Manochio J,Machado S
Budde H,Wegner M
Budde H,Mura G
Budde H,Arias-Carrión O
Budde H,Cheniaux E
Budde H,Yuan TF
Budde H,Nardi AE
Budde H,Machado S
Wegner M,Mura G
Wegner M,Arias-Carrión O
Wegner M,Cheniaux E
Wegner M,Yuan TF
Wegner M,Nardi AE
Wegner M,Machado S
Mura G,Arias-Carrión O
Mura G,Cheniaux E
Mura G,Yuan TF
Mura G,Nardi AE
Mura G,Machado S
Arias-Carrión O,Cheniaux E
Arias-Carrión O,Yuan TF
Arias-Carrión O,Nardi AE
Arias-Carrión O,Machado S
Cheniaux E,Yuan TF
Cheniaux E,Nardi AE
Cheniaux E,Machado S
Yuan TF,Nardi AE
Yuan TF,Machado S
Richer P,Fernandez TV
Yildiz A,Vale RD
Sakae DY,Marti F
Sakae DY,Lecca S
Sakae DY,Vorspan F
Sakae DY,Martín-García E
Sakae DY,Morel LJ
Sakae DY,Henrion A
Sakae DY,Gutiérrez-Cuesta J
Sakae DY,Besnard A
Sakae DY,Heck N
Sakae DY,Herzog E
Sakae DY,Bolte S
Sakae DY,Prado VF
Sakae DY,Prado MA
Sakae DY,Bellivier F
Sakae DY,Eap CB
Sakae DY,Crettol S
Sakae DY,Vanhoutte P
Sakae DY,Caboche J
Sakae DY,Gratton A
Sakae DY,Moquin L
Sakae DY,Giros B
Sakae DY,Maldonado R
Sakae DY,Daumas S
Sakae DY,Mameli M
Sakae DY,Jamain S
Sakae DY,El Mestikawy S
Marti F,Lecca S
Marti F,Vorspan F
Marti F,Martín-García E
Marti F,Morel LJ
Marti F,Henrion A
Marti F,Gutiérrez-Cuesta J
Marti F,Besnard A
Marti F,Heck N
Marti F,Herzog E
Marti F,Bolte S
Marti F,Prado VF
Marti F,Prado MA
Marti F,Bellivier F
Marti F,Eap CB
Marti F,Crettol S
Marti F,Vanhoutte P
Marti F,Caboche J
Marti F,Gratton A
Marti F,Moquin L
Marti F,Giros B
Marti F,Maldonado R
Marti F,Daumas S
Marti F,Mameli M
Marti F,Jamain S
Marti F,El Mestikawy S
Lecca S,Vorspan F
Lecca S,Martín-García E
Lecca S,Morel LJ
Lecca S,Henrion A
Lecca S,Gutiérrez-Cuesta J
Lecca S,Besnard A
Lecca S,Heck N
Lecca S,Herzog E
Lecca S,Bolte S
Lecca S,Prado VF
Lecca S,Prado MA
Lecca S,Bellivier F
Lecca S,Eap CB
Lecca S,Crettol S
Lecca S,Vanhoutte P
Lecca S,Caboche J
Lecca S,Gratton A
Lecca S,Moquin L
Lecca S,Giros B
Lecca S,Maldonado R
Lecca S,Daumas S
Lecca S,Mameli M
Lecca S,Jamain S
Lecca S,El Mestikawy S
Vorspan F,Martín-García E
Vorspan F,Morel LJ
Vorspan F,Henrion A
Vorspan F,Gutiérrez-Cuesta J
Vorspan F,Besnard A
Vorspan F,Heck N
Vorspan F,Herzog E
Vorspan F,Bolte S
Vorspan F,Prado VF
Vorspan F,Prado MA
Vorspan F,Bellivier F
Vorspan F,Eap CB
Vorspan F,Crettol S
Vorspan F,Vanhoutte P
Vorspan F,Caboche J
Vorspan F,Gratton A
Vorspan F,Moquin L
Vorspan F,Giros B
Vorspan F,Maldonado R
Vorspan F,Daumas S
Vorspan F,Mameli M
Vorspan F,Jamain S
Vorspan F,El Mestikawy S
Martín-García E,Morel LJ
Martín-García E,Henrion A
Martín-García E,Gutiérrez-Cuesta J
Martín-García E,Besnard A
Martín-García E,Heck N
Martín-García E,Herzog E
Martín-García E,Bolte S
Martín-García E,Prado VF
Martín-García E,Prado MA
Martín-García E,Bellivier F
Martín-García E,Eap CB
Martín-García E,Crettol S
Martín-García E,Vanhoutte P
Martín-García E,Caboche J
Martín-García E,Gratton A
Martín-García E,Moquin L
Martín-García E,Giros B
Martín-García E,Maldonado R
Martín-García E,Daumas S
Martín-García E,Mameli M
Martín-García E,Jamain S
Martín-García E,El Mestikawy S
Morel LJ,Henrion A
Morel LJ,Gutiérrez-Cuesta J
Morel LJ,Besnard A
Morel LJ,Heck N
Morel LJ,Herzog E
Morel LJ,Bolte S
Morel LJ,Prado VF
Morel LJ,Prado MA
Morel LJ,Bellivier F
Morel LJ,Eap CB
Morel LJ,Crettol S
Morel LJ,Vanhoutte P
Morel LJ,Caboche J
Morel LJ,Gratton A
Morel LJ,Moquin L
Morel LJ,Giros B
Morel LJ,Maldonado R
Morel LJ,Daumas S
Morel LJ,Mameli M
Morel LJ,Jamain S
Morel LJ,El Mestikawy S
Henrion A,Gutiérrez-Cuesta J
Henrion A,Besnard A
Henrion A,Heck N
Henrion A,Herzog E
Henrion A,Bolte S
Henrion A,Prado VF
Henrion A,Prado MA
Henrion A,Bellivier F
Henrion A,Eap CB
Henrion A,Crettol S
Henrion A,Vanhoutte P
Henrion A,Caboche J
Henrion A,Gratton A
Henrion A,Moquin L
Henrion A,Giros B
Henrion A,Maldonado R
Henrion A,Daumas S
Henrion A,Mameli M
Henrion A,Jamain S
Henrion A,El Mestikawy S
Gutiérrez-Cuesta J,Besnard A
Gutiérrez-Cuesta J,Heck N
Gutiérrez-Cuesta J,Herzog E
Gutiérrez-Cuesta J,Bolte S
Gutiérrez-Cuesta J,Prado VF
Gutiérrez-Cuesta J,Prado MA
Gutiérrez-Cuesta J,Bellivier F
Gutiérrez-Cuesta J,Eap CB
Gutiérrez-Cuesta J,Crettol S
Gutiérrez-Cuesta J,Vanhoutte P
Gutiérrez-Cuesta J,Caboche J
Gutiérrez-Cuesta J,Gratton A
Gutiérrez-Cuesta J,Moquin L
Gutiérrez-Cuesta J,Giros B
Gutiérrez-Cuesta J,Maldonado R
Gutiérrez-Cuesta J,Daumas S
Gutiérrez-Cuesta J,Mameli M
Gutiérrez-Cuesta J,Jamain S
Gutiérrez-Cuesta J,El Mestikawy S
Besnard A,Heck N
Besnard A,Herzog E
Besnard A,Bolte S
Besnard A,Prado VF
Besnard A,Prado MA
Besnard A,Bellivier F
Besnard A,Eap CB
Besnard A,Crettol S
Besnard A,Vanhoutte P
Besnard A,Caboche J
Besnard A,Gratton A
Besnard A,Moquin L
Besnard A,Giros B
Besnard A,Maldonado R
Besnard A,Daumas S
Besnard A,Mameli M
Besnard A,Jamain S
Besnard A,El Mestikawy S
Heck N,Herzog E
Heck N,Bolte S
Heck N,Prado VF
Heck N,Prado MA
Heck N,Bellivier F
Heck N,Eap CB
Heck N,Crettol S
Heck N,Vanhoutte P
Heck N,Caboche J
Heck N,Gratton A
Heck N,Moquin L
Heck N,Giros B
Heck N,Maldonado R
Heck N,Daumas S
Heck N,Mameli M
Heck N,Jamain S
Heck N,El Mestikawy S
Herzog E,Bolte S
Herzog E,Prado VF
Herzog E,Prado MA
Herzog E,Bellivier F
Herzog E,Eap CB
Herzog E,Crettol S
Herzog E,Vanhoutte P
Herzog E,Caboche J
Herzog E,Gratton A
Herzog E,Moquin L
Herzog E,Giros B
Herzog E,Maldonado R
Herzog E,Daumas S
Herzog E,Mameli M
Herzog E,Jamain S
Herzog E,El Mestikawy S
Bolte S,Prado VF
Bolte S,Prado MA
Bolte S,Bellivier F
Bolte S,Eap CB
Bolte S,Crettol S
Bolte S,Vanhoutte P
Bolte S,Caboche J
Bolte S,Gratton A
Bolte S,Moquin L
Bolte S,Giros B
Bolte S,Maldonado R
Bolte S,Daumas S
Bolte S,Mameli M
Bolte S,Jamain S
Bolte S,El Mestikawy S
Prado VF,Prado MA
Prado VF,Bellivier F
Prado VF,Eap CB
Prado VF,Crettol S
Prado VF,Vanhoutte P
Prado VF,Caboche J
Prado VF,Gratton A
Prado VF,Moquin L
Prado VF,Giros B
Prado VF,Maldonado R
Prado VF,Daumas S
Prado VF,Mameli M
Prado VF,Jamain S
Prado VF,El Mestikawy S
Prado MA,Bellivier F
Prado MA,Eap CB
Prado MA,Crettol S
Prado MA,Vanhoutte P
Prado MA,Caboche J
Prado MA,Gratton A
Prado MA,Moquin L
Prado MA,Giros B
Prado MA,Maldonado R
Prado MA,Daumas S
Prado MA,Mameli M
Prado MA,Jamain S
Prado MA,El Mestikawy S
Bellivier F,Eap CB
Bellivier F,Crettol S
Bellivier F,Vanhoutte P
Bellivier F,Caboche J
Bellivier F,Gratton A
Bellivier F,Moquin L
Bellivier F,Giros B
Bellivier F,Maldonado R
Bellivier F,Daumas S
Bellivier F,Mameli M
Bellivier F,Jamain S
Bellivier F,El Mestikawy S
Eap CB,Crettol S
Eap CB,Vanhoutte P
Eap CB,Caboche J
Eap CB,Gratton A
Eap CB,Moquin L
Eap CB,Giros B
Eap CB,Maldonado R
Eap CB,Daumas S
Eap CB,Mameli M
Eap CB,Jamain S
Eap CB,El Mestikawy S
Crettol S,Vanhoutte P
Crettol S,Caboche J
Crettol S,Gratton A
Crettol S,Moquin L
Crettol S,Giros B
Crettol S,Maldonado R
Crettol S,Daumas S
Crettol S,Mameli M
Crettol S,Jamain S
Crettol S,El Mestikawy S
Vanhoutte P,Caboche J
Vanhoutte P,Gratton A
Vanhoutte P,Moquin L
Vanhoutte P,Giros B
Vanhoutte P,Maldonado R
Vanhoutte P,Daumas S
Vanhoutte P,Mameli M
Vanhoutte P,Jamain S
Vanhoutte P,El Mestikawy S
Caboche J,Gratton A
Caboche J,Moquin L
Caboche J,Giros B
Caboche J,Maldonado R
Caboche J,Daumas S
Caboche J,Mameli M
Caboche J,Jamain S
Caboche J,El Mestikawy S
Gratton A,Moquin L
Gratton A,Giros B
Gratton A,Maldonado R
Gratton A,Daumas S
Gratton A,Mameli M
Gratton A,Jamain S
Gratton A,El Mestikawy S
Moquin L,Giros B
Moquin L,Maldonado R
Moquin L,Daumas S
Moquin L,Mameli M
Moquin L,Jamain S
Moquin L,El Mestikawy S
Giros B,Maldonado R
Giros B,Daumas S
Giros B,Mameli M
Giros B,Jamain S
Giros B,El Mestikawy S
Maldonado R,Daumas S
Maldonado R,Mameli M
Maldonado R,Jamain S
Maldonado R,El Mestikawy S
Daumas S,Mameli M
Daumas S,Jamain S
Daumas S,El Mestikawy S
Mameli M,Jamain S
Mameli M,El Mestikawy S
Imai A,Ichigo S
Imai A,Matsunami K
Imai A,Takagi H
Ichigo S,Matsunami K
Ichigo S,Takagi H
Taskin MB,Xu R
Taskin MB,Zhao H
Taskin MB,Wang X
Taskin MB,Dong M
Taskin MB,Besenbacher F
Taskin MB,Chen M
Xu R,Zhao H
Xu R,Wang X
Xu R,Dong M
Xu R,Besenbacher F
Xu R,Chen M
Zhao H,Wang X
Zhao H,Dong M
Zhao H,Besenbacher F
Zhao H,Chen M
Wang X,Dong M
Wang X,Besenbacher F
Wang X,Chen M
Dong M,Besenbacher F
Dong M,Chen M
Cheng Y,Wang J
Cheng Y,Wang Y
Cheng Y,Ding M
Wang J,Wang Y
Wang J,Ding M
Papadopulos A,Gomez GA
Papadopulos A,Martin S
Papadopulos A,Jackson J
Papadopulos A,Gormal RS
Papadopulos A,Keating DJ
Papadopulos A,Yap AS
Papadopulos A,Meunier FA
Gomez GA,Martin S
Gomez GA,Jackson J
Gomez GA,Gormal RS
Gomez GA,Keating DJ
Gomez GA,Yap AS
Gomez GA,Meunier FA
Martin S,Jackson J
Martin S,Gormal RS
Martin S,Keating DJ
Martin S,Yap AS
Martin S,Meunier FA
Jackson J,Gormal RS
Jackson J,Keating DJ
Jackson J,Yap AS
Jackson J,Meunier FA
Gormal RS,Keating DJ
Gormal RS,Yap AS
Gormal RS,Meunier FA
Keating DJ,Yap AS
Keating DJ,Meunier FA
Mayfield J,Blednov YA
Mayfield J,Harris RA
Bahadar H,Abdollahi M
Bahadar H,Maqbool F
Bahadar H,Baeeri M
Bahadar H,Niaz K
Abdollahi M,Maqbool F
Abdollahi M,Baeeri M
Abdollahi M,Niaz K
Maqbool F,Baeeri M
Maqbool F,Niaz K
Sinha P,Vandana VP
Sinha P,Lewis NV
Sinha P,Jayaram M
Sinha P,Enderby P
Vandana VP,Lewis NV
Vandana VP,Jayaram M
Vandana VP,Enderby P
Lewis NV,Jayaram M
Lewis NV,Enderby P
Cansev M,Orhan F
Cansev M,Yaylagul EO
Cansev M,Isik E
Cansev M,Turkyilmaz M
Cansev M,Aydin S
Cansev M,Gumus A
Cansev M,Sevinc C
Cansev M,Coskun N
Cansev M,Ulus IH
Cansev M,Wurtman RJ
Orhan F,Yaylagul EO
Orhan F,Isik E
Orhan F,Turkyilmaz M
Orhan F,Aydin S
Orhan F,Gumus A
Orhan F,Sevinc C
Orhan F,Coskun N
Orhan F,Ulus IH
Orhan F,Wurtman RJ
Yaylagul EO,Isik E
Yaylagul EO,Turkyilmaz M
Yaylagul EO,Aydin S
Yaylagul EO,Gumus A
Yaylagul EO,Sevinc C
Yaylagul EO,Coskun N
Yaylagul EO,Ulus IH
Yaylagul EO,Wurtman RJ
Isik E,Turkyilmaz M
Isik E,Aydin S
Isik E,Gumus A
Isik E,Sevinc C
Isik E,Coskun N
Isik E,Ulus IH
Isik E,Wurtman RJ
Turkyilmaz M,Aydin S
Turkyilmaz M,Gumus A
Turkyilmaz M,Sevinc C
Turkyilmaz M,Coskun N
Turkyilmaz M,Ulus IH
Turkyilmaz M,Wurtman RJ
Aydin S,Gumus A
Aydin S,Sevinc C
Aydin S,Coskun N
Aydin S,Ulus IH
Aydin S,Wurtman RJ
Gumus A,Sevinc C
Gumus A,Coskun N
Gumus A,Ulus IH
Gumus A,Wurtman RJ
Sevinc C,Coskun N
Sevinc C,Ulus IH
Sevinc C,Wurtman RJ
Coskun N,Ulus IH
Coskun N,Wurtman RJ
Glebov K,Löchner M
Glebov K,Jabs R
Glebov K,Lau T
Glebov K,Merkel O
Glebov K,Schloss P
Glebov K,Steinhäuser C
Glebov K,Walter J
Löchner M,Jabs R
Löchner M,Lau T
Löchner M,Merkel O
Löchner M,Schloss P
Löchner M,Steinhäuser C
Löchner M,Walter J
Jabs R,Lau T
Jabs R,Merkel O
Jabs R,Schloss P
Jabs R,Steinhäuser C
Jabs R,Walter J
Lau T,Merkel O
Lau T,Schloss P
Lau T,Steinhäuser C
Lau T,Walter J
Merkel O,Schloss P
Merkel O,Steinhäuser C
Merkel O,Walter J
Schloss P,Steinhäuser C
Schloss P,Walter J
Tatarnikova OG,Orlov MA
Tatarnikova OG,Bobkova NV
Kumar AA,Saravanan K
Kumar AA,Kohila K
Kumar AA,Kumar SS
Saravanan K,Kohila K
Saravanan K,Kumar SS
Alberstein R,Grey R
Alberstein R,Zimmet A
Alberstein R,Simmons DK
Alberstein R,Mayer ML
Grey R,Zimmet A
Grey R,Simmons DK
Grey R,Mayer ML
Zimmet A,Simmons DK
Zimmet A,Mayer ML
Pivarunas B,Conner BT
Lundwall RA,Watkins JK
Biran J,Tahor M
Biran J,Wircer E
Biran J,Levkowitz G
Tahor M,Wircer E
Tahor M,Levkowitz G
Fasick V,Spengler RN
Fasick V,Samankan S
Fasick V,Nader ND
Fasick V,Ignatowski TA
Spengler RN,Samankan S
Spengler RN,Nader ND
Spengler RN,Ignatowski TA
Samankan S,Nader ND
Samankan S,Ignatowski TA
King PH,Abraham CH
King PH,Zauner KP
King PH,de Planque MR
Abraham CH,Zauner KP
Abraham CH,de Planque MR
Wedel J,Pallavi P
Wedel J,Stamellou E
Wedel J,Yard BA
Pallavi P,Stamellou E
Pallavi P,Yard BA
Quiroga SY,Carolina Bonilla E
Quiroga SY,Marcela Bolaños D
Quiroga SY,Carbayo F
Quiroga SY,Litvaitis MK
Quiroga SY,Brown FD
Carolina Bonilla E,Marcela Bolaños D
Carolina Bonilla E,Carbayo F
Carolina Bonilla E,Litvaitis MK
Carolina Bonilla E,Brown FD
Marcela Bolaños D,Carbayo F
Marcela Bolaños D,Litvaitis MK
Marcela Bolaños D,Brown FD
Carbayo F,Litvaitis MK
Carbayo F,Brown FD
Matsumoto Y,Matsumoto CS
Matsumoto Y,Wakuda R
Matsumoto Y,Ichihara S
Matsumoto Y,Mizunami M
Matsumoto CS,Wakuda R
Matsumoto CS,Ichihara S
Matsumoto CS,Mizunami M
Wakuda R,Ichihara S
Wakuda R,Mizunami M
Subramaniyan M,Dani JA
Zapata-Torres G,Fierro A
Zapata-Torres G,Barriga-González G
Zapata-Torres G,Salgado JC
Zapata-Torres G,Celis-Barros C
Fierro A,Barriga-González G
Fierro A,Salgado JC
Fierro A,Celis-Barros C
Barriga-González G,Salgado JC
Barriga-González G,Celis-Barros C
Reddy GR,Subramanian H
Reddy GR,Birk A
Reddy GR,Milde M
Reddy GR,Nikolaev VO
Reddy GR,Bünemann M
Subramanian H,Birk A
Subramanian H,Milde M
Subramanian H,Nikolaev VO
Subramanian H,Bünemann M
Birk A,Milde M
Birk A,Nikolaev VO
Birk A,Bünemann M
Milde M,Nikolaev VO
Milde M,Bünemann M
Kalia LV,Lang AE
Knipper M,Panford-Walsh R
Knipper M,Singer W
Knipper M,Rüttiger L
Knipper M,Zimmermann U
Panford-Walsh R,Singer W
Panford-Walsh R,Rüttiger L
Panford-Walsh R,Zimmermann U
Singer W,Rüttiger L
Singer W,Zimmermann U
Rogoz K,Stjärne L
Rogoz K,Kullander K
Rogoz K,Lagerström MC
Stjärne L,Kullander K
Stjärne L,Lagerström MC
Hao L,Zhong X
Hao L,Greer T
Hao L,Ye H
Hao L,Li L
Zhong X,Greer T
Zhong X,Ye H
Zhong X,Li L
Greer T,Ye H
Greer T,Li L
Liu C,Qi Y
Liu C,Ma Y
Liu C,He R
Liu C,Sun Z
Liu C,Huang Y
Liu C,Ji Y
Liu C,Ruan Q
Qi Y,Ma Y
Qi Y,He R
Qi Y,Sun Z
Qi Y,Huang Y
Qi Y,Ji Y
Qi Y,Ruan Q
Ma Y,He R
Ma Y,Sun Z
Ma Y,Huang Y
Ma Y,Ji Y
Ma Y,Ruan Q
He R,Sun Z
He R,Huang Y
He R,Ji Y
He R,Ruan Q
Sun Z,Huang Y
Sun Z,Ji Y
Sun Z,Ruan Q
Huang Y,Ji Y
Huang Y,Ruan Q
Narayan AL,Virupaksha HS
Narayan AL,Thejaswi G
Narayan AL,Saraswathy GR
Narayan AL,Madhavan V
Narayan AL,Thyloth M
Virupaksha HS,Thejaswi G
Virupaksha HS,Saraswathy GR
Virupaksha HS,Madhavan V
Virupaksha HS,Thyloth M
Thejaswi G,Saraswathy GR
Thejaswi G,Madhavan V
Thejaswi G,Thyloth M
Saraswathy GR,Madhavan V
Saraswathy GR,Thyloth M
Huang S,Hokenson K
Huang S,Bandyopadhyay S
Huang S,Russek SJ
Huang S,Kirkwood A
Hokenson K,Bandyopadhyay S
Hokenson K,Russek SJ
Hokenson K,Kirkwood A
Bandyopadhyay S,Russek SJ
Bandyopadhyay S,Kirkwood A
Matthaeus F,Schloss P
Matthaeus F,Lau T
Kravitz EA,Fernandez MP
Trindade M,Orestes-Cardoso S
Trindade M,de Siqueira TC
Raiteri L,Raiteri M
Oh HM,Chung ME
Blecharz-Klin K,Joniec-Maciejak I
Blecharz-Klin K,Jawna K
Blecharz-Klin K,Pyrzanowska J
Blecharz-Klin K,Piechal A
Blecharz-Klin K,Wawer A
Blecharz-Klin K,Widy-Tyszkiewicz E
Joniec-Maciejak I,Jawna K
Joniec-Maciejak I,Pyrzanowska J
Joniec-Maciejak I,Piechal A
Joniec-Maciejak I,Wawer A
Joniec-Maciejak I,Widy-Tyszkiewicz E
Jawna K,Pyrzanowska J
Jawna K,Piechal A
Jawna K,Wawer A
Jawna K,Widy-Tyszkiewicz E
Pyrzanowska J,Piechal A
Pyrzanowska J,Wawer A
Pyrzanowska J,Widy-Tyszkiewicz E
Piechal A,Wawer A
Piechal A,Widy-Tyszkiewicz E
Patra PB,Patra S
Shah P,Narayanan TN
Shah P,Li CZ
Shah P,Alwarappan S
Narayanan TN,Li CZ
Narayanan TN,Alwarappan S
Tyacke RJ,Nutt DJ
Blum K,Badgaiyan RD
Blum K,Agan G
Blum K,Fratantonio J
Blum K,Simpatico T
Blum K,Febo M
Blum K,Haberstick BC
Blum K,Smolen A
Blum K,Gold MS
Badgaiyan RD,Agan G
Badgaiyan RD,Fratantonio J
Badgaiyan RD,Simpatico T
Badgaiyan RD,Febo M
Badgaiyan RD,Haberstick BC
Badgaiyan RD,Smolen A
Badgaiyan RD,Gold MS
Agan G,Fratantonio J
Agan G,Simpatico T
Agan G,Febo M
Agan G,Haberstick BC
Agan G,Smolen A
Agan G,Gold MS
Fratantonio J,Simpatico T
Fratantonio J,Febo M
Fratantonio J,Haberstick BC
Fratantonio J,Smolen A
Fratantonio J,Gold MS
Simpatico T,Febo M
Simpatico T,Haberstick BC
Simpatico T,Smolen A
Simpatico T,Gold MS
Febo M,Haberstick BC
Febo M,Smolen A
Febo M,Gold MS
Haberstick BC,Smolen A
Haberstick BC,Gold MS
Reyes-Darias JA,García V
Reyes-Darias JA,Rico-Jiménez M
Reyes-Darias JA,Corral-Lugo A
Reyes-Darias JA,Lesouhaitier O
Reyes-Darias JA,Juárez-Hernández D
Reyes-Darias JA,Yang Y
Reyes-Darias JA,Bi S
Reyes-Darias JA,Feuilloley M
Reyes-Darias JA,Muñoz-Rojas J
Reyes-Darias JA,Sourjik V
Reyes-Darias JA,Krell T
García V,Rico-Jiménez M
García V,Corral-Lugo A
García V,Lesouhaitier O
García V,Juárez-Hernández D
García V,Yang Y
García V,Bi S
García V,Feuilloley M
García V,Muñoz-Rojas J
García V,Sourjik V
García V,Krell T
Rico-Jiménez M,Corral-Lugo A
Rico-Jiménez M,Lesouhaitier O
Rico-Jiménez M,Juárez-Hernández D
Rico-Jiménez M,Yang Y
Rico-Jiménez M,Bi S
Rico-Jiménez M,Feuilloley M
Rico-Jiménez M,Muñoz-Rojas J
Rico-Jiménez M,Sourjik V
Rico-Jiménez M,Krell T
Corral-Lugo A,Lesouhaitier O
Corral-Lugo A,Juárez-Hernández D
Corral-Lugo A,Yang Y
Corral-Lugo A,Bi S
Corral-Lugo A,Feuilloley M
Corral-Lugo A,Muñoz-Rojas J
Corral-Lugo A,Sourjik V
Corral-Lugo A,Krell T
Lesouhaitier O,Juárez-Hernández D
Lesouhaitier O,Yang Y
Lesouhaitier O,Bi S
Lesouhaitier O,Feuilloley M
Lesouhaitier O,Muñoz-Rojas J
Lesouhaitier O,Sourjik V
Lesouhaitier O,Krell T
Juárez-Hernández D,Yang Y
Juárez-Hernández D,Bi S
Juárez-Hernández D,Feuilloley M
Juárez-Hernández D,Muñoz-Rojas J
Juárez-Hernández D,Sourjik V
Juárez-Hernández D,Krell T
Yang Y,Bi S
Yang Y,Feuilloley M
Yang Y,Muñoz-Rojas J
Yang Y,Sourjik V
Yang Y,Krell T
Bi S,Feuilloley M
Bi S,Muñoz-Rojas J
Bi S,Sourjik V
Bi S,Krell T
Feuilloley M,Muñoz-Rojas J
Feuilloley M,Sourjik V
Feuilloley M,Krell T
Muñoz-Rojas J,Sourjik V
Muñoz-Rojas J,Krell T
Omori Y,Nakajima M
Omori Y,Nishimura K
Omori Y,Takahashi E
Omori Y,Arai T
Omori Y,Akahira M
Omori Y,Suzuki T
Omori Y,Kainoh M
Nakajima M,Nishimura K
Nakajima M,Takahashi E
Nakajima M,Arai T
Nakajima M,Akahira M
Nakajima M,Suzuki T
Nakajima M,Kainoh M
Nishimura K,Takahashi E
Nishimura K,Arai T
Nishimura K,Akahira M
Nishimura K,Suzuki T
Nishimura K,Kainoh M
Takahashi E,Arai T
Takahashi E,Akahira M
Takahashi E,Suzuki T
Takahashi E,Kainoh M
Arai T,Akahira M
Arai T,Suzuki T
Arai T,Kainoh M
Akahira M,Suzuki T
Akahira M,Kainoh M
Barnes MA,Carson MJ
Barnes MA,Nair MG
Kang J,Zhu L
Kang J,Lu J
Kang J,Zhang X
Zhu L,Lu J
Zhu L,Zhang X
Auberson YP,Troxler T
Auberson YP,Zhang X
Auberson YP,Yang CR
Auberson YP,Feuerbach D
Auberson YP,Liu YC
Auberson YP,Lagu B
Auberson YP,Perrone M
Auberson YP,Lei L
Auberson YP,Shen X
Auberson YP,Zhang D
Auberson YP,Wang C
Auberson YP,Wang TL
Auberson YP,Briner K
Auberson YP,Bock MG
Troxler T,Zhang X
Troxler T,Yang CR
Troxler T,Feuerbach D
Troxler T,Liu YC
Troxler T,Lagu B
Troxler T,Perrone M
Troxler T,Lei L
Troxler T,Shen X
Troxler T,Zhang D
Troxler T,Wang C
Troxler T,Wang TL
Troxler T,Briner K
Troxler T,Bock MG
Zhang X,Yang CR
Zhang X,Feuerbach D
Zhang X,Liu YC
Zhang X,Lagu B
Zhang X,Perrone M
Zhang X,Lei L
Zhang X,Shen X
Zhang X,Zhang D
Zhang X,Wang C
Zhang X,Wang TL
Zhang X,Briner K
Zhang X,Bock MG
Yang CR,Feuerbach D
Yang CR,Liu YC
Yang CR,Lagu B
Yang CR,Perrone M
Yang CR,Lei L
Yang CR,Shen X
Yang CR,Zhang D
Yang CR,Wang C
Yang CR,Wang TL
Yang CR,Briner K
Yang CR,Bock MG
Feuerbach D,Liu YC
Feuerbach D,Lagu B
Feuerbach D,Perrone M
Feuerbach D,Lei L
Feuerbach D,Shen X
Feuerbach D,Zhang D
Feuerbach D,Wang C
Feuerbach D,Wang TL
Feuerbach D,Briner K
Feuerbach D,Bock MG
Liu YC,Lagu B
Liu YC,Perrone M
Liu YC,Lei L
Liu YC,Shen X
Liu YC,Zhang D
Liu YC,Wang C
Liu YC,Wang TL
Liu YC,Briner K
Liu YC,Bock MG
Lagu B,Perrone M
Lagu B,Lei L
Lagu B,Shen X
Lagu B,Zhang D
Lagu B,Wang C
Lagu B,Wang TL
Lagu B,Briner K
Lagu B,Bock MG
Perrone M,Lei L
Perrone M,Shen X
Perrone M,Zhang D
Perrone M,Wang C
Perrone M,Wang TL
Perrone M,Briner K
Perrone M,Bock MG
Lei L,Shen X
Lei L,Zhang D
Lei L,Wang C
Lei L,Wang TL
Lei L,Briner K
Lei L,Bock MG
Shen X,Zhang D
Shen X,Wang C
Shen X,Wang TL
Shen X,Briner K
Shen X,Bock MG
Zhang D,Wang C
Zhang D,Wang TL
Zhang D,Briner K
