"Source","Target"
"Amantea D"," Bagetta G."
"Siegel A"," Schubert K."
"Borodinsky LN"," Spitzer NC."
"Straka H"," Zettler F."
"Kawakami M"," Tamaki T."
"Guimarães S"," Moura D."
"Stein DJ"," Ludik J."
"Schwartz JP"," Costa E."
"Mitchell JE"," Eckert ED."
"Wang T"," Qin F."
"McGaugh J"," Introini-Collison I."
"Yin PB"," Mei ZT."
"Weindl A"," Sofroniew MV."
"Marder E"," Pearson KG."
"Sabelli HC"," May J."
"Kerwin RW"," Murray RM."
"Bennett JP"," Lowrie MB."
"Dahchour A"," De Witte P."
"Linster C"," Hasselmo ME."
"Ruscák M"," Orlický J."
"Frerking M"," Wilson M."
"Soriano E"," Frotscher M."
"Meeusen R"," Roelands B."
"Calaresu FR"," McKitrick DJ."
"Thase ME"," Schwartz TL."
"Barnes CD"," Fung SJ."
"Tsakadze LG"," Kometiani ZP."
"Tsuda K"," Masuyama Y."
"Valdman AV"," Avdulov NA."
"Youdim MB"," Green AR."
"Eckstein M"," Hurlemann R."
"Xia JD"," Dai YT."
"Kehoe J"," Marder E."
"Raiteri L"," Raiteri M."
"Dyball RE"," Paterson AT."
"Kotlyar BI"," Myasnikov AA."
"Hartmann A"," Heuser I."
"Shukla M"," Tripathi SN."
"Tristán-Noguero A"," García-Cazorla À."
"Mahadevan V"," Woodin MA."
"Miller DB"," O'Callaghan JP."
"Vartanian IA"," Shmigidina GN."
"Torrão AS"," Britto LR."
"Hebart MN"," Gläscher J."
"McGinty D"," Szymusiak R."
"Lauder JM"," Liu J."
"Sackner-Bernstein JD"," Hart D."
"Liu YQ"," Gu JF."
"Korn H"," Faber DS."
"Wagner U"," von Wichert P."
"Searl TJ"," Cunnane TC."
"Deuchars J"," Thomson AM."
"Ceia F"," Vicente L."
"Kentroti S"," Vernadakis A."
"Werner FM"," Coveñas R."
"Morgan GP"," Williams JG."
"Culman J"," Unger T."
"Dinan TG"," O'Keane V."
"Núñez R"," Perel JM."
"Hyvärinen J"," Pertovaara A."
"Agarwal SK"," Calaresu FR."
"Salt TE"," Hill RG."
"Katsoulis S"," Schmidt WE."
"Moody AS"," Sharma B."
"Bernstein BW"," Bamburg JR."
"Brown RP"," Mann JJ."
"Oaks AW"," Sidhu A."
"Velletri PA"," Lovenberg W."
"Altar CA"," DiStefano PS."
"Fahrenkrug J"," Hannibal J."
"Elias AN"," Vaziri ND."
"Katsuragi T"," Suzuki T."
"Coulombe JN"," Bronner-Fraser M."
"Kuriyama K"," Yoneda Y."
"Khoreva SA"," Vasil'ev NV."
"Palotai M"," Telegdy G."
"Smith SS"," Woolley CS."
"Graham BM"," Richardson R."
"Llinás R"," Moreno H."
"Juchault P"," Legrand JJ."
"Wang Y"," Griffiths WJ."
"Cook L"," Sepinwall J."
"Perkel DH"," Feldman MW."
"Sontag W"," Kalka D."
"Erecińska M"," Nelson D."
"Noronha KF"," Lange AB."
"St Haxholdt O"," Degn H."
"Post RM"," Bunney WE Jr."
"Glants RM"," Skovronskaia EV."
"Johnston MV"," Coyle JT."
"Russell RW"," Overstreet DH."
"Ryan AF"," Schwartz IR."
"Dunlap K"," Fischbach GD."
"Johansson JS"," Scharf D."
"Fingerman SW"," Russell LC."
"Ahtee L"," Attila LM."
"Otellin VA"," Saul'skaia NB."
"Dale N"," Kuenzi F."
"Haduch A"," Daniel WA."
"Sørensen LK"," Johannsen M."
"Swamy BE"," Venton BJ."
"Loggie JM"," Van Maanen EF."
"Kazemi H"," Hoop B."
"Zhou J"," Bradford HF."
"Kurokawa J"," Abriel H."
"Otsuka M"," Yoshioka K."
"Lesch KP"," Beckmann H."
"Walker RJ"," James VA."
"Clement Y"," Chapouthier G."
"Stein DG"," Sayeed I."
"Pollard AA"," Beck L."
"Chakraborty R"," Pardue MT."
"File SE"," Seth P."
"Ramsay RR"," Tipton KF."
"Laskawiec G"," Herman ZS."
"Ito T"," Hiramoto M."
"Azhipa IaI"," Egorova LK."
"Nakahara D"," Kato T."
"VON EULER US"," STJARNE L."
"Shupliakov O"," Brodin L."
"Fuder H"," Selbach M."
"Highnam KC"," Mordue AJ."
"Dorostkar MM"," Boehm S."
"Kinchesh P"," Ordidge RJ."
"Kaeser PS"," Regehr WG."
"Walker RJ"," Holden-Dye L."
"Herz A"," Schulz R."
"Offret G"," Dhermy P."
"Isakova AV"," Mednikova YS."
"Kleinhaus AL"," Angstadt JD."
"Tandon R"," Greden JF."
"Debray Q"," Galopin JC."
"Yoon BE"," Lee CJ."
"Miwa S"," Takikawa O."
"Parnas I"," Dudel J."
"Bottenstein JE"," de Vellis J."
"Pérez-Isidoro R"," Ruiz-Suárez JC."
"Lee R"," Coccaro E."
"Kater SB"," Lipton SA."
"Way EL"," Loh HH."
"Allan RD"," Johnston GA."
"Chen BM"," Grinnell AD."
"Osborne PG"," Hashimoto M."
"Bakalkin GIa"," Taborko MM."
"Blazie SM"," Jin Y."
"Sullivan AC"," Gruen RK."
"Schulz R"," Herz A."
"Evans PD"," O'Shea M."
"Knight J"," Nigam Y."
"Tucker DM"," Williamson PA."
"Julé Y"," Niel JP."
"Flacker JM"," Lipsitz LA."
"Cervero F"," Laird JM."
"Torgner I"," Kvamme E."
"Furness JB"," Sanger GJ."
"Marsicano G"," Lutz B."
"Chaudhuri S"," Bhaumik K."
"Henley JM"," Kirkham DM."
"Katz PS"," Harris-Warrick RM."
"Yaksh TL"," Myers RD."
"Nilsson GE"," Lutz PL."
"Samoĭlov MO"," Mokrushin AA."
"Lowin T"," Straub RH."
"Anderson PA"," Trapido-Rosenthal HG."
"Ramón F"," Rivera A."
"Blakeley AG"," Cunnane TC."
"Parnas H"," Sivan E."
"holaday JW"," Bernton EW."
"Taylor DP"," Roberts DE."
"Braga J"," Campar A."
"Palacios-Filardo J"," Mellor JR."
"Bioulac B"," Simonnet G."
"Galli C"," Racagni G."
"Kulcsár A"," Gergely J."
"Yao T"," Okano G."
"Thiessen DD"," Upchurch M."
"Serafeim A"," Gordon J."
"Miskowiak B"," Partyka M."
"Medina L"," Reiner A."
"Kirischuk S"," Grantyn R."
"Gomez-Mancilla B"," Bédard PJ."
"Maas JW"," Katz MM."
"Martin-Du Pan RC"," Dayer JM."
"Mandell AJ"," Setz KA."
"Schmidt LG"," Rommelspacher H."
"Mentjox HP"," Schuitemaker EA."
"Wang YX"," Yao T."
"Rothman JE"," Wieland FT."
"Gos T"," Hauser R."
"Weight FF"," Erulkar SD."
"Monnier M"," Hatt AM."
"McConalogue K"," Furness JB."
"Fendt SM"," Verstreken P."
"Besedovsky HO"," del Rey A."
"Gu ZZ"," Lu M."
"Larkman PM"," Hećimović H."
"Growdon JH"," Wurtman RJ."
"Wilcox CL"," Lange AB."
"Youdim MB"," Riederer P."
"Palacios JM"," Wamsley JK."
"Nutt D"," Glue P."
"Mitchell ES"," Neumaier JF."
"Roszman TL"," Brooks WH."
"Ohta K"," Matsushima E."
"Redman RS"," Silinsky EM."
"Kurisu S"," Kihara Y."
"Cote IL"," Wilson WA."
"Givertz MM"," Braunwald E."
"Galli C"," Petroni A."
"Kostiuk IF"," Mikliaeva NN."
"Rowe JS"," Ruddock KH."
"Kornhuber J"," Weller M."
"Ho DY"," Sapolsky RM."
"Kliuchko EM"," Trinus KF."
"Lopatina NG"," Chesnokova EG."
"Pestarino M"," Vallarino M."
"Peinado JM"," Myers RD."
"Daniels GM"," Amara SG."
"Nappi G"," Bono G."
"Otten U"," Gadient RA."
"Radomirov R"," Venkova K."
"Murray PA"," Vatner SF."
"Trifaró JM"," Vitale ML."
"Sutcliffe JG"," de Lecea L."
"Kanno Y"," Shiba Y."
"Ueki S"," Yamamoto T."
"Chekman LS"," Tumanov VA."
"Ujike H"," Kodama M."
"Snape WJ Jr"," Cohen S."
"Ahboucha S"," Butterworth RF."
"Parnas H"," Segel LA."
"Smith MJ"," Jennes L."
"Sah P"," Isaacson JS."
"Sousa B"," Nunes B."
"Nakamura K"," Mori K."
"Levi MS"," Borne RF."
"Wang JP"," Sun MJ."
"Inoue K"," Takano H."
"Wahl M"," Schilling L."
"Martínez-Rodriguez R"," Martínez-Murillo R."
"Kotel'nikov VP"," Morozov VN."
"Elfvin LG"," Forsman C."
"Barnabi F"," Cechetto DF."
"Ben Achour S"," Pascual O."
"Maycox PR"," Jahn R."
"Galoian AA"," Saakian FM."
"Bhattacharya SK"," Datla KP."
"Jessell TM"," Yamamoto M."
"Bonanno G"," Raiteri M."
"Mirzoian SA"," Topchian AV."
"Kilduff TS"," Peyron C."
"Nawa H"," Patterson PH."
"Phillis JW"," O'Regan MH."
"Anan'eva TV"," Dvoretskiĭ AI."
"Preziosi P"," Nisticò G."
"Thibaut F"," Colonna L."
"Bugel SM"," Tanguay RL."
"Izquierdo I"," Medina JH."
"Brown JP"," Bhowmik A."
"Blakely RD"," Duvarney RC."
"Wang J"," Tuzhi P."
"Herzig KH"," Purhonen AK."
"Uvnäs B"," Aborg CH."
"Buccafusco JJ"," Brezenoff HE."
"Montgomery AM"," Grottick AJ."
"Usher M"," Davelaar EJ."
"de Leeuw PW"," Birkenhäger WH."
"Cantera R"," Nässel DR."
"White JM"," Irvine RJ."
"Bonkowski L"," Dryden WF."
"Suzdak PD"," Paul SM."
"MARRAZZI AS"," HART ER."
"Ryzewski J"," Dabrowski M."
"Kvorning VG"," Knudsen FU."
"Jaeger CP"," Holzmann E."
"Emre M"," Qizilbash N."
"Gally JA"," Edelman GM."
"Witten JL"," O'Shea M."
"Anderson GH"," Johnston JL."
"Martínez-Lage JM"," Martínez-Vila E."
"Gudoshnikov VI"," Fedotov VP."
"Vizi ES"," Oberfrank F."
"Hasselgren PO"," Fischer JE."
"Krishna NS"," Subhedar NK."
"Schuller HM"," Al-Wadei HA."
"Rossor M"," Mountjoy CQ."
"Spitzer NC"," Borodinsky LN."
"Jachimowicz A"," Hoły Z."
"Sawynok J"," Reid A."
"Pennington AJ"," Pentreath VW."
"Heien ML"," Sweedler JV."
"Nicolaidis S"," Sivadjian J."
"Aprison MH"," Werman R."
"Dammerman RS"," Kriegstein AR."
"Donzanti BA"," Ung AK."
"Contreras E"," Martí MC."
"Gordon CJ"," Heath JE."
"Veith RC"," Raskind MA."
"Armstead WM"," Leffler CW."
"Zecca L"," Ferrario P."
"Scripcaru G"," Pirozynski T."
"Gallardo-Carpentier A"," Pradhan SN."
"Mimenza-Alvarado A"," Aguilar-Navarro S."
"Moss IR"," Inman JG."
"Mathangi DC"," Namasivayam A."
"Wu XW"," Wang MY."
"Sine SM"," Engel AG."
"Mosinger JL"," Altschuler RA."
"Oja SS"," Kontro P."
"Wu XS"," He SF."
"Olsson C"," Holmgren S."
"Arivazhagan P"," Panneerselvam C."
"Melcangi RC"," Mensah-Nyagan AG."
"Nageye F"," Cortese S."
"Sihra TS"," Nichols RA."
"Kushnir VE"," Okhon'ko VI."
"DeLander GE"," Wahl JJ."
"González A"," Northcutt RG."
"Galzigna L"," Maurel P."
"Harrelson A"," McEwen B."
"Basu S"," Dasgupta PS."
"Degroot A"," Nomikos GG."
"McIlwain H"," Snyder SH."
"Chow K"," Payne S."
"Lodin Z"," Faltin J."
"Dray A"," Straughan DW."
"Leitner P"," Bretschneider F."
"Brotz TM"," Borst A."
"Harvey S"," Phillips JG."
"Ulshafer RJ"," Meyer EM."
"Gossrau R"," Richter W."
"Mravec B"," Kiss A."
"Nicoll RA"," Barker JL."
"Vieth WR"," Ciftçi T."
"Saetrum Opgaard O"," Edvinsson L."
"Di GQ"," Qin ZQ."
"Hylland P"," Nilsson GE."
"Young JB"," Pratt CM."
"Vinogradov SIu"," Pogorelov IuV."
"van Niekerk JP"," Teggin AF."
"Ly SY"," Choi Dw."
"Glykys J"," Mody I."
"King BH"," Liston EH."
"Taleisnik S"," Haymal B."
"Stjärne L"," Stjärne E."
"Cunha RA"," Ribeiro JA."
"Vartanian GA"," Varlinskaia EI."
"Levine AS"," Billington CJ."
"Dulcis D"," Spitzer NC."
"Pepeu G"," Pepeu IM."
"Hurlbut WP"," Ceccarelli B."
"Nezlin LP"," Voronezhskaya EE."
"De Blas AL"," Sangameswaran L."
"Baldessarini RJ"," Fischer JE."
"Bai XN"," Cai WQ."
"Nieoullon A"," Kerkerian-Le Goff L."
"Auger AP"," Olesen KM."
"Zaia KA"," Reimer RJ."
"Benkert O"," Maier W."
"Creed KE"," Tulloch AG."
"Becherer U"," Rettig J."
"Liu H"," Lee SS."
"Ballaz SJ"," Rebec GV."
"Noel M"," Nemeroff CB."
"Coccaro EF"," Kavoussi RJ."
"Urban N"," Abi-Dargham A."
"Takeda K"," Ueda T."
"Parnas I"," Parnas H."
"Sarter M"," Kim Y."
"Garattini S"," Samanin R."
"Dittel BN"," Cancro MP."
"Kresiun NV"," Godlevskiĭ LS."
"Ashmarin IP"," Obukhova MF."
"Reynolds GP"," Pearson SJ."
"Paul V"," Ekambaram P."
"Wang YJ"," Zhang WN."
"Brownell P"," Mayeri E."
"McGaugh JL"," Introini-Collison IB."
"Rabins PV"," Arciniegas DB."
"Bercu BB"," Diamond FB Jr."
"Sawa A"," Snyder SH."
"Hernandes MS"," Troncone LR."
"Saetrum Opgaard O"," Edvinsson L."
"Chubb IW"," Millar TJ."
"Linderoth B"," Meyerson BA."
"Flores CM"," Vasko MR."
"Toda N"," Okamura T."
"Roberto M"," Brunelli M."
"Kolbinger W"," Weiler R."
"Brock JA"," Cunnane TC."
"Nowak JZ"," Zawilska JB."
"Melamed-Book N"," Rahamimoff R."
"Myers RD"," Sharpe LG."
"Keenan L"," Koopowitz H."
"Panzica GC"," Melcangi RC."
"McLachlan EM"," Keast JR."
"Ma R"," Murota S."
"Adam CL"," Robinson JJ."
"Rui H"," Purvis K."
"van Gool WA"," Bolhuis PA."
"Casey KL"," Morrow TJ."
"Rush ME"," Rinzel J."
"Eichhorn EJ"," Hjalmarson A."
"Kovács A"," Telegdy G."
"Python F"," Stocker RF."
"Peciña M"," Zubieta JK."
"Lôo H"," Cuche H."
"Janke W"," Netter P."
"Shirakawa T"," Moore RY."
"Billette J"," Tadros R."
"Kuriyama K"," Hirouchi M."
"Yotis A"," Vigouret JM."
"Callaway JC"," Stuart AE."
"Alcántara Montero A"," Brenes Bermúdez FJ."
"Itoh SG"," Okamoto Y."
"Currò D"," Preziosi P."
"Harmar T"," Lutz E."
"Kao LS"," Loh YP."
"Puppi A"," Dely M."
"Clement ME"," McCall RB."
"Kulig K"," Szwaczkiewicz M."
"Large WA"," Rang HP."
"Buckingham JC"," Hodges JR."
"Greene RW"," Haas HL."
"Uhl GR"," Snyder SH."
"Irving D"," Proctor P."
"Baker CM"," Grant GH."
"Kato F"," Shigetomi E."
"Jones SW"," Elmslie KS."
"Wilson BK"," Hess EJ."
"French KA"," Kristan WB Jr."
"O'Connor AT"," Clark MA."
"Protas LL"," Muske GA."
"Franks NP"," Lieb WR."
"McMahon LR"," Wellman PJ."
"Yosipovitch G"," Carstens E."
"Macdougall IJ"," Griffith R."
"Croushore CA"," Sweedler JV."
"Kaptchuk TJ"," Miller FG."
"Novozhilova AP"," Babmindra VP."
"Ceniceros S"," Brown GR."
"Kupfermann I"," Weiss KR."
"Hantouche E"," Baddoura C."
"Moore RY"," Speh JC."
"Kotliar BI"," Miasnikov AA."
"Castañeda-Hernández GC"," Bach-y-Rita P."
"Caza PA"," Spear LP."
"Head GA"," Sannajust F."
"Wu DW"," Shen XY."
"Almers W"," Tse FW."
"Gundelfinger ED"," tom Dieck S."
"Grimm JW"," See RE."
"Tanabe A"," Nomura S."
"Carroll PR"," Cobbin LB."
"Arciniegas DB"," Silver JM."
"Ellis JL"," Undem BJ."
"Valtorta F"," Benfenati F."
"Goncharova LB"," Tarakanov AO."
"Duhaime AC"," Raghupathi R."
"Todd AJ"," Spike RC."
"Bergmann KE"," Bergmann RL."
"Bernardini AP"," Silva Ade O."
"Mandell AJ"," Knapp S."
"Dion LD"," Blalock JE."
"Donini A"," Lange AB."
"Perea G"," Araque A."
"Meldahl AS"," Fonnum F."
"Butcher KS"," Cechetto DF."
"Blum K"," Trachtenberg MC."
"Sanes JR"," Lichtman JW."
"Leenders KL"," Aquilonius SM."
"Watkins JC"," Evans RH."
"Schoch S"," Gundelfinger ED."
"Matthaei H"," Philippu A."
"Smith YR"," Zubieta JK."
"Richelson E"," El-Fakahany E."
"Lieberman JA"," Koreen AR."
"Ramos-Alvarez I"," Jensen RT."
"Davies P"," Wolozin BL."
"Hitchcock SA"," Pennington LD."
"Ternova TI"," Fedotova AM."
"Kessler JA"," Freidin M."
"Mittal RK"," Smith TK."
"Zimmerman EF"," Wee EL."
"Sundermann RH"," Wooten GF."
"Edwards FA"," Gibb AJ."
"D'Aniello S"," Garcia-Fernàndez J."
"Turpaev TM"," Nechaeva MV."
"Xie YK"," Guo WH."
"Watkins JC"," Jane DE."
"Vollbracht S"," Rapoport AM."
"Hammann F"," Drewe J."
"Dinh-Xuan AT"," Tiev KP."
"Gent JP"," Wacey TA."
"Wurtman RJ"," Zervas NT."
"Colizzi M"," Bhattacharyya S."
"Liu Y"," Stanley EF."
"Stjärne L"," Alberts P."
"Goebel-Stengel M"," Wang L."
"Feldman JL"," Smith JC."
"Thomas P"," Pang Y."
"Gershon MD"," Erde SM."
"Hayes RL"," Dixon CE."
"De Feo V"," Faro C."
"Frey R"," Abdulla W."
"P'ianova RE"," Kovalev BM."
"Spigelman I"," Puil E."
"Edvinsson L"," Petersen KA."
"Holman GM"," Cook BJ."
"Freestone PP"," Lyte M."
"Sheng M"," Greenberg ME."
"Steiger H"," Bruce KR."
"Brownstein MJ"," Hoffman BJ."
"Parnas H"," Segel LA."
"Ettigi PG"," Brown GM."
"Petit M"," Dollfus S."
"Nicoll RA"," Malenka RC."
"Devillier P"," Advenier C."
"Honey G"," Bullmore E."
"Bercu BB"," Diamond FB Jr."
"Washio HM"," Inouye ST."
"Villaume S"," Norman P."
"McNeal ET"," Cimbolic P."
"Langley K"," Grant NJ."
"Bonvalot T"," Zarifian E."
"Keltner NL"," Wilson D."
"Khil'chenko EA"," Stetsula VI."
"FUHRUS C"," SEITZ W."
"Popov SV"," Poo MM."
"Diezi J"," Chédel D."
"Horn G"," Johnson MH."
"Nestoros JN"," Nistri A."
"Brodin L"," Grillner S."
"Hawksworth DJ"," Burnett AL."
"Costa D"," Baños JE."
"Bhattacharya SK"," Das Gupta G."
"Kim DY"," Chancellor MB."
"Jochem J"," Kasperska-Zajac A."
"Moore LE"," Buchanan JT."
"Pockett S"," Macdonald JA."
"Dubbeldam JL"," den Boer-Visser AM."
"Maeno T"," Enomoto K."
"Marder E"," Eisen JS."
"Nakajima T"," Hashimoto H."
"Loussouarn G"," Baró I."
"Mancinella A"," Guglielmi G."
"Woodward WR"," Lindström SH."
"Andrews PR"," Johnston GA."
"Kaplan AS"," Woodside DB."
"Large WA"," Rang HP."
"Slotkin TA"," Bartolome J."
"Torsoli A"," Severi C."
"Hollmann W"," Strüder HK."
"Gliksberg M"," Levkowitz G."
"Wang X"," Robertson D."
"Capozzi G"," Santoro G."
"Brodin L"," Grillner S."
"Zheng X"," Bobich JA."
"Tsagarakis S"," Grossman A."
"Wang W"," Chen YJ."
"Rozanova VD"," Li STs."
"Tritos NA"," Biller BMK."
"Musiek FE"," Hoffman DW."
"Landgraf R"," Wigger A."
"Jones LJ"," Norton WH."
"Piomelli D"," Sasso O."
"Peuker E"," Cummings M."
"Niles WD"," Cohen FS."
"Tepper JM"," Groves PM."
"Huidobro-Toro JP"," Montiel J."
"Baxi MD"," Vishwanatha JK."
"Teplov SI"," Pugovkin AP."
"Cipollone R"," Visca P."
"Inoue K"," Nakazawa K."
"Tang YY"," Tang XQ."
"Brock JA"," Cunnane TC."
"Uthaman M"," Srinivasa Reddy Y."
"Juchault P"," Legrand JJ."
"Ban T"," Yoshida S."
"Nezhentsev MV"," Aleksandrov SI."
"Lindgren CA"," Moore JW."
"Nurse CA"," Zhang M."
"Gitler AD"," Shorter J."
"Hinz G"," Dörner G."
"Sklar LS"," Anisman H."
"Morozova AS"," Val'dman AV."
"Káradóttir R"," Attwell D."
"Wong-Riley MT"," Liu Q."
"Erecińska M"," Silver IA."
"de la Presa Owens S"," Innis SM."
"Henriksson M"," Huttunen MO."
"Lamprecht F"," Oertel W."
"Cuadra G"," Giacobini E."
"Ruskoné A"," Mignon M."
"Kito S"," Miyoshi R."
"Wauquier A"," Niemegeers CJ."
"Stjärne L"," Lundberg JM."
"Palmer MJ"," von Gersdorff H."
"Robbins RJ"," Landon RM."
"Terelak-Borys B"," Liberek I."
"Titeler M"," Seeman P."
"Araque A"," Perea G."
"Dreosti E"," Lagnado L."
"Ribeiro JA"," Sebastião AM."
"Carter CJ"," Pycock CJ."
"Harris M"," Leslie RD."
"Mysiw WJ"," Sandel ME."
"Crofford LJ"," Demitrack MA."
"Wittenburg N"," Baumeister R."
"Malik KU"," Sehic E."
"Gruden' MA"," Poletaev AB."
"Zhang ZJ"," Wang XM."
"Ogata N"," Tatebayashi H."
"De Ponti F"," Malagelada JR."
"Scholz KP"," Miller RJ."
"Lara DR"," Souza DO."
"Vasilev AN"," Kulish MV."
"Kater SB"," Guthrie PB."
"Zuber B"," Lučić V."
"Kastrubin EM"," Shakula AV."
"Farré R"," Sifrim D."
"Benfenati F"," Agnati LF."
"Guidetti P"," Schwarcz R."
"Parnas H"," Segel LA."
"Wang YX"," Quastel DM."
"Kiehn O"," Eken T."
"Mann DM"," Yates PO."
"Vorobeva OV"," Lubovceva LA."
"Meriney SD"," Dittrich M."
"Brosnan JT"," Brosnan ME."
"Aguila MC"," McCann SM."
"Waters BG"," Lapierre YD."
"Comis SD"," Leng G."
"Proudfit HK"," Anderson EG."
"Debas HT"," Mulvihill SJ."
"Schoenfeld TA"," Hamilton LW."
"Marder E"," Bucher D."
"Guo X"," Tang XC."
"Stockbridge N"," Hines M."
"Seal RP"," Edwards RH."
"Matsuno K"," Paton RC."
"Oken BS"," Salinsky M."
"Sorokin AS"," Markov IN."
"Arushanian EB"," Borovkova GK."
"Shimahara T"," Peretz B."
"Dolan RJ"," Grasby PM."
"Cutler NR"," Narang PK."
"Del Bigio MR"," Vriend JP."
"Puszkin S"," Schook W."
"Noori HR"," Jäger W."
"Tizabi Y"," Calogero AE."
"Sano Y"," Nojyo Y."
"Hamed SA"," Abdellah MM."
"Burley ES"," Ferrendelli JA."
"Yang AC"," Tsai SJ."
"Calakos N"," Scheller RH."
"Naletov SV"," Beletskiĭ EA."
"Al'oshyn BV"," Hubs'kyĭ VI."
"Lichtigfeld FJ"," Gillman MA."
"Martin-Du Pan R"," Vallotton MB."
"Sporns O"," Alexander WH."
"Grässel S"," Muschter D."
"Leng G"," Ludwig M."
"Tibbo P"," Warneke L."
"Zaks AS"," Bykova AA."
"Obara K"," Tanaka Y."
"Patthy M"," Gyenge R."
"Lévy M"," Safar M."
"Hofstatter L"," Girgis M."
"Peuker E"," Cummings M."
"Lokanatha V"," Rajendra W."
"Hori T"," Shiraishi H."
"Schneider EL"," Emr M."
"Hokfelt T"," Kuteeva E."
"Etnier JL"," Landers DM."
"Lehmann J"," Fibiger HC."
"Fukushi Y"," Yamamoto R."
"Xiao N"," Venton BJ."
"Lüningschrör P"," Sendtner M."
"Ross BD"," Blüml S."
"Marza E"," Lesa GM."
"Mantyh PW"," Kemp JA."
"Levine AS"," Billington CJ."
"Palmada M"," Centelles JJ."
"Lewis M"," Lewis DO."
"Adams LA"," Steiner RA."
"Lussier I"," Stip E."
"Cheĭdo MA"," Gevorgian MM."
"Lu W"," Chen Y."
"Bondy SC"," Agrawal AK."
"Dunlop J"," Griffiths R."
"Fykse EM"," Fonnum F."
"Wyatt RJ"," Gillin JC."
"Sharma SK"," Ebadi M."
"Geller B"," Greydanus DE."
"Ionescu-Tîrgoviţe C"," Iufu I."
"Augustine GJ"," Kasai H."
"Branco T"," Staras K."
"Starr PA"," Sewell WF."
"Pycock C"," Horton R."
"Guth PS"," Melamed B."
"Bali A"," Jaggi AS."
"Rahamimoff R"," Fernandez JM."
"Novikov VE"," Iasnetsov VV."
"Oswald RE"," Freeman JA."
"Scheer H"," Meldolesi J."
"Janković SM"," Protić BA."
"Sarantis M"," Attwell D."
"Grigoriev AI"," Egorov AD."
"Williams M"," Jarvis MF."
"Grieve A"," Griffiths R."
"Stuart AE"," Callaway JC."
"Windels F"," Kiyatkin EA."
"Sarthy PV"," Lam DM."
"Marino A"," Schettini G."
"Sominskiĭ VN"," Shibaeva TN."
"MacKenzie G"," Maguire J."
"Müller T"," Kettenmann H."
"Chanaday NL"," Kavalali ET."
"Landaburu RH"," Castellanos DE."
"Span JP"," Koopmans PP."
"Clossen BL"," Reddy DS."
"Francis NJ"," Landis SC."
"Gieren A"," Kokkinidis M."
"Kéri S"," Gulyás B."
"Lombardi WL"," Gilbert EM."
"Saakian AG"," Shvarts VIa."
"Mills PJ"," Dimsdale JE."
"Barker JL"," Gainer H."
"VanderWende C"," Spoerlein MT."
"Johnson MR"," Lydiard RB."
"Coccaro EF"," Kavoussi RJ."
"Hanumante MM"," Fingerman M."
"Goldring JM"," Blaustein MP."
"Korpi ER"," Wyatt RJ."
"Khani A"," Rainer G."
"Trachtenberg MC"," Blum K."
"Newman EA"," Zahs KR."
"Besedovsky HO"," del Rey A."
"Lundberg JM"," Hökfelt T."
"Andresen MC"," Kunze DL."
"Grippo MA"," Heath AG."
"Shen KZ"," Zhang JR."
"Crawford DC"," Kavalali ET."
"Parnas H"," Parnas I."
"Vautrin J"," Mambrini J."
"Shaikh S"," Kerwin RW."
"Lemoine P"," Allain H."
"Wyatt HJ"," Day NW."
"Sullivan KG"," Levin M."
"Folkow B"," Hallbäck M."
"Richer E"," Tell L."
"Auld DS"," Robitaille R."
"Hogg K"," McMurray J."
"Revest PA"," Abbott NJ."
"Mathangi DC"," Namasivayam A."
"Bazargani N"," Attwell D."
"Logue NA"," Byth W."
"Jellinger K"," Riederer P."
"Isaksson A"," Sjöstrand NO."
"Adler G"," Grube D."
"Saleh TM"," Cechetto DF."
"Vijayalaxmi"," Ganesh CB."
"Lemos JR"," Nordmann JJ."
"Blain H"," Jeandel C."
"Court JA"," Perry EK."
"Koizumi S"," Inoue K."
"Bajjalieh SM"," Scheller RH."
"Eikenburg DC"," Lokhandwala MF."
"Dunlap K"," Fischbach GD."
"Erdi P"," Ropolyi L."
"Weiner H"," Mayer E."
"Lotstra F"," Biver F."
"Titmus MJ"," Faber DS."
"Catterall WA"," Few AP."
"Jiang H"," Wang X."
"Folkow B"," Svanborg A."
"Choong S"," Emberton M."
"Kiss T"," Krajcs N."
"Tate S"," Cook H."
"Rebec GV"," Pierce RC."
"Shahrezaei V"," Delaney KR."
"Schmidt-Wilcke T"," Clauw DJ."
"Kostiuk PG"," Chazov EI."
"Tsai CL"," Wang LH."
"Guilbaud O"," Corcos M."
"Silverman DH"," Karnovsky ML."
"Archer DP"," Ravussin PA."
"Airaksinen MM"," Peura P."
"Van Gool WA"," Mirmiran M."
"Krasnoperov OV"," Panchenko AL."
"Umrath K"," Silberbauer I."
"Bajjalieh SM"," Scheller RH."
"Wallace DR"," Dawson R Jr."
"Kalloniatis M"," Tomisich G."
"Barker JL"," Smith TG Jr."
"Fuss TL"," Cheng LL."
"Li XY"," Wang XY."
"Sharma HS"," Sharma A."
"Boegman RJ"," Bates LA."
"Onodera K"," Takeuchi A."
"Jindrak KF"," Jindrak H."
"Yuan H"," Silberstein SD."
"Otsuka M"," Takahashi T."
"Akirav I"," Maroun M."
"Lam RW"," Levitan RD."
"Liberzon I"," Phan KL."
"Price WA"," DiMarzio L."
"Hong GX"," Zeng XY."
"ANGYAN AJ"," SOOS ZP."
"Blanton MG"," Kriegstein AR."
"Parnas H"," Segel LA."
