"Source","Target"
"Bowen AL"," Martin RS."
"Moutal A"," Khanna R."
"Ascenzi P"," Bocedi A."
"Gerashchenko D"," Shiromani PJ."
"Peris J"," Dunwiddie TV."
"Morley JE"," Thomas DR."
"Izumi F"," Oka M."
"Nakatsuka N"," Andrews AM."
"Szerb JC"," Fine A."
"Han X"," Jackson MB."
"Sommer C"," Myers RR."
"Werner G"," Mitterauer BJ."
"Ehinger B"," Lindberg B."
"Zárate N"," Mearin F."
"Zimmermann H"," Dowdall MJ."
"Paiva I"," Ribeiro C."
"De Petrocellis L"," Di Marzo V."
"Linster C"," Cleland TA."
"Wieraszko A"," Lynch G."
"Keil GJ 2nd"," DeLander GE."
"Killam EK"," Killam KF Jr."
"Miczek KA"," de Almeida RM."
"Beckmann D"," Hinckel P."
"Gibson PG"," Ryan NM."
"Bruns D"," Jahn R."
"Mellanby J"," Thompson PA."
"Ma S"," Gundlach AL."
"Osborne NN"," Neuhoff V."
"Andreae LC"," Burrone J."
"Lin MZ"," Schnitzer MJ."
"Waller MB"," Richter JA."
"Edwards FA"," Robertson SJ."
"Rayo I"," Marín Huerta E."
"Gross PM"," Weindl A."
"Sasaki H"," Arai H."
"Schon F"," Iversen LL."
"Sethuramanujam S"," Slaughter MM."
"Holmes SD"," Fairweather I."
"Strunskiĭ EG"," Nikol'skiĭ EE."
"Rubin SA"," Swan HJ."
"Burnstock G"," Ralevic V."
"Hnasko TS"," Edwards RH."
"Mohacsi P"," Graetz G."
"Clark B"," Häusser M."
"Mancia G"," Grassi G."
"Mustafin AM"," Biiasheva ZG."
"Jest P"," Hendriksen C."
"Fischer JE"," Bower RH."
"Yogman MW"," Zeisel SH."
"Ingram DK"," Corfman TP."
"Humbertson AO Jr"," Hall JL."
"Mulabegović N"," Rakanović-Todić M."
"Andrianov VV"," Sudakov KV."
"Flores-Cruz GM"," Escobar A."
"Nawy S"," Jahr CE."
"Terao T"," Collinson S."
"Rosenbaum JF"," Heninger G."
"Samson AL"," Medcalf RL."
"Schiff JD"," Mulhall JP."
"Zemelman BV"," Miesenböck G."
"Meller VH"," Davis RL."
"Liu GJ"," Takeuchi H."
"Aoyagi K"," Takahashi M."
"Markram H"," Tsodyks M."
"Cavanna AE"," Nani A."
"Andersson KE"," Abdel-Hamid IA."
"Ikeda H"," Robbins J."
"Adebanjo AO"," Ambache N."
"Nakao K"," Shimazu A."
"Klockgether T"," Turski L."
"Basterra J"," Fernández E."
"Fehm HL"," Voigt KH."
"Aleshin BV"," Natarov VV."
"Crowley SK"," Girdler SS."
"Ohkuma S"," Katsura M."
"Valente L"," Nishikura K."
"Storozheva ZI"," Proshin AT."
"Migulina EV"," Minor AV."
"Toffano G"," Bruni A."
"Debeljuk L"," Lasaga M."
"Murphy MF"," Davis KL."
"Rump LC"," Schollmeyer P."
"Tzeng MC"," Siekevitz P."
"van der Drift JH"," Stoof JC."
"Momose-Sato Y"," Sato K."
"Prichard JW"," Shulman RG."
"Buck SH"," Yamamura HI."
"Andrews CD"," Hutson PH."
"Tchekalarova J"," Georgiev V."
"Yazulla S"," Studholme KM."
"Axelrod J"," Saavedra JM."
"Türker RK"," Ercan ZS."
"Maruyama R"," Fukuda Y."
"Hinzen DH"," Riehl J."
"Hissa R"," Rautenberg W."
"Li S"," Shen J."
"Ebert D"," Berger M."
"Lefauconnier JM"," Hauw JJ."
"Ishizuka T"," Abe T."
"Vetulani J"," Nalepa I."
"Kononenko NI"," Osipenko ON."
"Bondy SC"," Purdy JL."
"Harper-Jaques S"," Reimer M."
"Bourge RC"," Tallaj JA."
"Dodds C"," Allison J."
"Ashcroft FM"," Rorsman P."
"Miner CM"," Davidson JR."
"Kaczyńska K"," Szereda-Przestaszewska M."
"Langer SZ"," Hicks PE."
"Birder LA"," de Groat WC."
"Ignelzi RJ"," Atkinson JH."
"DONOVAN BT"," HARRIS GW."
"Huxtable RJ"," Bonhaus DW."
"Schessel DA"," Highstein SM."
"Moorman SJ"," Whalen LR."
"Chang H"," Lee DH."
"Koester J"," Koch UT."
"Oliet SH"," Bourque CW."
"Abejuela HR"," Osser DN."
"Crampton GH"," Daunton NG."
"Powell AD"," Marrion NV."
"Tupeev IR"," Gomazkov OA."
"Omote H"," Moriyama Y."
"Relja M"," Neff NH."
"Petrie WM"," Ban TA."
"Berga SL"," Girton LG."
"Nomoto M"," Iwata S."
"Owman C"," Edvinsson L."
"Lin Y"," Carpenter DO."
"Subaraja M"," Janardhanam Vanisree A."
"CHIDSEY CA"," HARRISON DC."
"Dube P"," Weber KT."
"Kim S"," Webster MJ."
"Doughty B"," Crozier J."
"Alder J"," Poo MM."
"Pycock CJ"," Kerwin RW."
"Hunt WA"," Dalton TK."
"He F"," Balling R."
"Gerber U"," Gähwiler BH."
"Vutskits L"," Habre W."
"Swann JW"," Carpenter DO."
"Couraud PO"," Strosberg AD."
"Kutsenko SA"," Savateev NV."
"Zavalishin IA"," Barkhatova VP."
"Legeza VI"," Kamynina MF."
"Selvaraj V"," Tu LN."
"Miller AL"," Ereshefsky L."
"Hascup KN"," Hascup ER."
"Zhang L"," Niu X."
"Raikhlin NT"," Alyev DI."
"Marder E"," Thirumalai V."
"Elsås T"," White LR."
"Ruffolo RR Jr"," Feuerstein GZ."
"de Lecea L"," Sutcliffe JG."
"Amann B"," Grunze H."
"Kuramoto T"," Haber B."
"Toru M"," Itokawa M."
"Russell SD"," DeWald T."
"Young AM"," Bradford HF."
"Bondy SC"," Walker CH."
"Jocham G"," Ullsperger M."
"Dunbar SJ"," Piek T."
"Gozal D"," Gaultier C."
"Yu HH"," Avery JK."
"Hunt WA"," Majchrowicz E."
"Kladkevich EB"," Motin VG."
"Sulzer D"," Pothos EN."
"Gart MS"," Gutowski KA."
"Mani S"," Portillo W."
"Bossowska A"," Majewski M."
"Robitaille R"," Tremblay JP."
"Dunning BE"," Taborsky GJ Jr."
"Challacombe DN"," Wheeler EE."
"Hubschmann OR"," Kornhauser D."
"Vautrin J"," Barker JL."
"Vyskocil F"," Gutmann E."
"Rubino A"," Burnstock G."
"Brown TH"," Johnston D."
"Brugge JF"," Geisler CD."
"Pin JP"," Duvoisin R."
"Oh SJ"," Fan X."
"Halassa MM"," Haydon PG."
"Shih TM"," Hanin I."
"Plekss OJ"," Margolin S."
"Hnasko TS"," Edwards RH."
"Rujescu D"," Giegling I."
"Scholz H"," Mustard JA."
"Van Cauter E"," Dumont JE."
"Ishikawa K"," McGaugh JL."
"Meijler FL"," Janse MJ."
"Kaczmarek LK"," Davison AN."
"Vijayanathan L"," Raj RK."
"Rösser N"," Flöel A."
"Shetty DN"," Pathak SS."
"Underner M"," Patte F."
"Wilkens JL"," Taylor HH."
"Ewing SG"," Winter C."
"von Gersdorff H"," Matthews G."
"Bobbin RP"," Morgan DN."
"Homan AE"," Meriney SD."
"Chinopoulos C"," Starkov A."
"Marks I"," Tobeña A."
"Li YF"," Patel KP."
"Zieglgänsberger W"," Sutor B."
"Shaw K"," Bloom A."
"Bourcier S"," Hoppilliard Y."
"Boyd PJ"," Walker RJ."
"Corrent G"," Eskin A."
"Du JZ"," Li QF."
"Lieberman HR"," Wurtman RJ."
"Tretter F"," Gebicke-Haerter PJ."
"He LF"," Dong WQ."
"Misery L"," Claudy A."
"Anisimov VN"," Khavinson VKh."
"Hirsch JA"," Gibson GE."
"Connelly WM"," Baggott MJ."
"Lovinger DM"," Roberto M."
"Black IB"," Patterson PH."
"Warfield CA"," Stein JM."
"Berciano J"," Pascual J."
"Westcott EB"," Segal SS."
"Adams ME"," O'Shea M."
"Colonna L"," Petit M."
"Fujita K"," Nagata Y."
"Blazynski C"," Perez MT."
"Glue P"," Nutt D."
"Lill H"," Nelson N."
"O'Shea M"," Bishop CA."
"Geng L"," Ju G."
"van Hooft JA"," Vijverberg HP."
"Shavalev VN"," Vikhert AM."
"Kaverina NV"," Chumburidze VB."
"Wang J"," Chen Z."
"Grassi V"," Tantucci C."
"Logan WJ"," O'Neill B."
"Muthal AV"," Chopde CT."
"Ramnarine SI"," Rogers DF."
"Viswanathan N"," Sundararaj BI."
"Zinder O"," Dar DE."
"Zurgil N"," Zisapel N."
"Gurney A"," Manoury B."
"Mauger JP"," Claret M."
"Hunziker P"," Pfisterer M."
"Contrucci RB"," Wilpizeski CR."
"Sakai K"," Miyashita Y."
"Mariani L"," Barabino P."
"Phillips CE"," Freschi JE."
"Pfrieger FW"," Barres BA."
"Bykova AA"," Sedinina NS."
"Cremades A"," Peñafiel R."
"Dhaliwal D"," Bradford HF."
"Cunnane TC"," Stjärne L."
"Coull BM"," Cutler RW."
"Dorman DC"," Beasley VR."
"Rozanski GJ"," Jalife J."
"Grider JR"," Langdon LE."
"Dalziel C"," Veryard C."
"Andersson KE"," Stief CG."
"Sewell WF"," Mroz EA."
"Nawa H"," Otsu Y."
"Ebert TJ"," Stowe DF."
"Matsutani S"," Yamamoto N."
"Parnas H"," Segel LA."
"Shneker BF"," McAuley JW."
"Morán J"," Pasantes-Morales H."
"Boehning D"," Snyder SH."
"Hadjiconstantinou M"," Neff NH."
"Bowser-Riley F"," House CR."
"Marder E"," Eisen JS."
"Whalen RE"," Simon NG."
"Storella RJ"," Bierkamper GG."
"Adám AS"," Csillag A."
"Haulică I"," Bild W."
"Schlicker E"," Kathmann M."
"Vömel M"," Wegener C."
"Hanretta AT"," Lombardini JB."
"Podstawka E"," Niaura G."
"Snyder SH"," Innis RB."
"Bäckman L"," Winblad B."
"Tilson HA"," Mactutus CF."
"Hogerton AL"," Bowser MT."
"Strand AM"," Venton BJ."
"Castellucci V"," Kandel ER."
"Zhang WL"," Lu GW."
"Vernadakis A"," Kentroti S."
"Saji M"," Obata K."
"Vartanian GA"," Korneva EA."
"Căpâlnă S"," Baltă N."
"Petrini EM"," Barberis A."
"Ahmed MM"," Hussein MMA."
"Telegdy G"," Kovács GL."
"Gurevich MI"," Frol'kis IV."
"Shalet S"," Mukherjee A."
"Poitou P"," Bohuon C."
"Jessell TM"," Dodd J."
"Lees K"," Bowman AS."
"Zakharova MN"," Zavalishin IA."
"Elsner D"," Riegger GA."
"Levite M"," Chowers Y."
"Matsuzaki M"," Okusa T."
"Borison HL"," McCarthy LE."
"Sebastião AM"," Ribeiro JA."
"Madhur MS"," Harrison DG."
"Xi ZX"," Akasu T."
"Parnas I"," Parnas H."
"Jacobs AA"," Van Herp F."
"Allen MJ"," Murphey RK."
"Parnas H"," Parnas I."
"Murugaiyah V"," Mattson MP."
"Martin JB"," Gusella JF."
"Jovicić A"," Ivanisević V."
"Martin-Du Pan RC"," Wurtman RJ."
"Rizo J"," Xu J."
"Palotás A"," Kálmán J."
"Allain HJ"," Weintraub M."
"Long WA"," Lawson EE."
"Vrang N"," Larsen PJ."
"Brennan MJ"," Cantrill RC."
"Delgado RM 3rd"," Willerson JT."
"Ferrari MD"," Kok JG."
"Kater SB"," Mills LR."
"Minchin MC"," Pearson G."
"Dvoretskiĭ DP"," Tkachenko BI."
"Lose G"," Andersen JT."
"Shinohara M"," Kariya T."
"Blight AR"," Precht W."
"Cai Z"," Ratka A."
"Wood JD"," Mayer CJ."
"Neff NH"," Hadjiconstantinou M."
"Roper S"," Diamond J."
"Moran MG"," Thompson TL 2nd."
"Nishida Y"," Ito S."
"Battistin L"," Zanchin G."
"Maritzen T"," Haucke V."
"Bossong MG"," Niesink RJ."
"Grüb M"," Mielke J."
"Nishimura T"," Takeda M."
"Pool AH"," Scott K."
"Faber DS"," Korn H."
"Pincus JH"," Insler NF."
"Sperlágh B"," Vizi ES."
"Koslow SH"," Green AR."
"Rouzaire-Dubois B"," Scarnati E."
"Siviy SM"," Panksepp J."
"Petri E"," Kondo A."
"Slaughter MM"," Miller RF."
"Husain M"," Mehta MA."
"Donev R"," Alawam K."
"Weng JH"," Chung BC."
"Richardson JS"," Chiu EK."
"Gaudillère A"," Misery L."
"Schultheiss D"," Stief CG."
"Calvetti D"," Somersalo E."
"Yakovleva LM"," Lubovtseva LA."
"Schwarzberg H"," Pross M."
"Vinod KY"," Hungund BL."
"Goldberg SW"," Nahas SJ."
"Branco T"," Häusser M."
"Wojtowicz JM"," Atwood HL."
"Hatt H"," Smith DO."
"Dudley CA"," Moss RL."
"Abboud FM"," Singh MV."
"Gilsanz García V"," Bullón Ramírez A."
"Delpiano MA"," Acker H."
"Carmichael FJ"," Israel Y."
"Bartolomé MV"," Gil-Loyzaga P."
"McEwen BS"," Parsons B."
"Barnes PJ"," Belvisi MG."
"Jack RA"," Mathew RJ."
"Goridis C"," Brunet JF."
"Wang ZY"," Bisgard GE."
"Slaughter MM"," Miller RF."
"Rawson NE"," Yee KK."
"Darbra S"," Pallarès M."
"Hamilton NB"," Attwell D."
"Maguire J"," Mody I."
"Gerlai R"," Gerlai J."
"Torkkeli PH"," Panek I."
"Dunn AJ"," Berridge CW."
"Cutler RW"," Young J."
"Barker JL"," Smith TG Jr."
"Dworkin SI"," Smith JE."
"Chan CC"," Kalsner S."
"Kelley KW"," McCusker RH."
"Meller K"," Tetzlaff W."
"Duffy S"," MacVicar BA."
"Agren H"," Niklasson F."
"Nicoll RA"," Alger BE."
"Calne DB"," Stoessl AJ."
"Kovács GL"," Versteeg DH."
"Rudolph W"," Hall D."
"Adeola O"," Ball RO."
"Husain MM"," Lisanby SH."
"Sanders KM"," Ward SM."
"Miles GB"," Sillar KT."
"Cartmell J"," Schoepp DD."
"Gabor A"," Leenen FH."
"Vassort G"," Alvarez J."
"Forbes JM"," Baile CA."
"Utevskiĭ AM"," Osinskaia VO."
"Parwani P"," Ryan J."
"Talal AH"," Drossman DA."
"Granger NA"," Sehnal F."
"Malik R"," Ferguson AV."
"Blakeley AG"," Summers RJ."
"Palmero F"," Choliz M."
"Lee SH"," Dan Y."
"Sabelli HC"," Carlson-Sabelli L."
"Camacho A"," Dimsdale JE."
"Plinkert PK"," Zenner HP."
"Bittner GD"," Schatz RA."
"de Belleroche J"," Bradford HF."
"Zucker RS"," Landò L."
"Doménech M"," Coca A."
"Davis GW"," Müller M."
"Ramirez DM"," Kavalali ET."
"Piccinin GL"," Morocutti C."
"S-Rózsa K"," Salánki J."
"McHugh PR"," Robinson RG."
"DeRosa RA"," Govind CK."
"Rouse D"," Suki WN."
"Lechin F"," van der Dijs B."
"Watanabe H"," Tsuru H."
"Messing RB"," Lytle LD."
"Krüger THC"," Kneer J."
"De Vries GJ"," Villalba C."
"Galzi JL"," Changeux JP."
"Giuliano F"," Rampin O."
"Maelicke A"," Albuquerque EX."
"Li SC"," Sikström S."
"Kydd RR"," Wright JJ."
"Smith BH"," Kreutzberg GW."
"Mani AR"," Moore KP."
"Magoski NS"," Bulloch AG."
"Boucher SD"," Katz NL."
"Birkmayer W"," Riederer P."
"Fedulova SA"," Veselovsky NS."
"Zucker RS"," Haydon PG."
"Meeks TW"," Jeste DV."
"Shohamy D"," Adcock RA."
"Hapuarachchi S"," Aspinwall CA."
"Satchell DG"," Twarog BM."
"Lupo MP"," Cole AL."
"Rathmayer W"," Djokaj S."
"Mason BJ"," Heyser CJ."
"Kaye WH"," Weltzin TE."
"Stjärne L"," Stjärne E."
"Brock JA"," Cunnane TC."
"Frerking M"," Wilson M."
"Shukla T"," Sands BE."
"Cogen PH"," Zimmerman EA."
"Amit Z"," Galina ZH."
"Wu SM"," Yang XL."
"LISSAK K"," ENDROCZI E."
"Gorodinskiĭ AI"," Dambinova SA."
"Schmid SM"," Hollmann M."
"Baxter DA"," Bittner GD."
"Willems JL"," Bogaert MG."
"Aĭrapetian SN"," Carpenter DO."
"Bowker RM"," Abbott LC."
"KOHOUT J"," KORBOVA L."
"Fjalland B"," Boeck V."
"Thureson-Klein AK"," Klein RL."
"Carver CM"," Reddy DS."
"Gluckman PD"," Williams CE."
"Doi A"," Ramirez JM."
"Wang P"," Knösche TR."
"Li SC"," Rieckmann A."
"Jacobson AF"," Narula J."
"Pavlinov SA"," Votrin II."
"Evans RH"," Watkins JC."
"Romanova GA"," Karganov MIu."
"Villanueva V"," Serrano-Castro PJ."
"Del Arco A"," Mora F."
"Kennedy SH"," Rizvi SJ."
"von Zastrow M"," Williams JT."
"Takei N"," Nawa H."
"Sherwood NM"," Wu S."
"Khomiak EIa"," Kogosova LS."
"Miller NE"," Lipowski ZJ."
"Müller N"," Ackenheil M."
"Kumar P"," Peers C."
"Blanchard DC"," Blanchard RJ."
"Groves DJ"," Batten TF."
"Buchanan TM"," Ramadan NM."
"Wolf N"," Krieglstein K."
"Holden RJ"," Pakula IS."
"Greenblatt RB"," Karpas A."
"Herness MS"," Gilbertson TA."
"Schotanus SM"," Chergui K."
"Doble A"," Turnbull MJ."
"Ogawa N"," Kuroda H."
"Shipley MT"," Ennis M."
"Harvey AL"," Anderson AJ."
"Mulder AH"," Smelik PG."
"Whitaker PM"," Cross AJ."
"Freeman GB"," Gibson GE."
"Meyer SL"," Goodman RL."
"McCaddon A"," Kelly CL."
"Chowdrey HS"," Lightman SL."
"Hirvonen J"," Hietala J."
"Gibson A"," McFadzean L."
"Sano A"," Kakimoto Y."
"Zucker RS"," Fogelson AL."
"Pereira JC Jr"," Andersen ML."
"Moura M"," Estrada J."
"De Vivo DC"," Johnston MV."
"Kanner AM"," Balabanov A."
"Roberson ED"," Sweatt JD."
"Richardson JS"," Jesberger JA."
"Patel DR"," Feucht C."
"Danilova RA"," Ashmarin IP."
"Minnifield NM"," Hayes DK."
"Lepor H"," Shapiro E."
"Bloom FE"," Koda LY."
"Harper RM"," Bandler R."
"Arnt J"," Scheel-Krüger J."
"Tsang HW"," Ho TY."
"Andrianov GN"," Ryzhova IV."
"Barth BB"," Shen X."
"Toporikova N"," Butera RJ Jr."
"Roberts JG"," Sombers LA."
"Herring N"," Paterson DJ."
"Desai MJ"," Safriel Y."
"Damulewicz M"," Pyza E."
"Hertz L"," Gibbs ME."
"Grenhoff J"," Svensson TH."
"Seth PK"," Chandra SV."
"Morley JE"," Silver AJ."
"Rutecki PA"," Yang Y."
"Balnave RJ"," Gage PW."
"Garcia AG"," Kirpekar SM."
"Misu Y"," Goshima Y."
"Engelman HS"," MacDermott AB."
"Volynski KE"," Krishnakumar SS."
"Volman V"," Gerkin RC."
"Inokuchi A"," Oomura Y."
"Jobe PC"," Dailey JW."
"Kadota T"," Kadota K."
"Blakely RD"," Sung U."
"Maskrey M"," Bligh J."
"Sandor P"," Shapiro CM."
"Rostain JC"," Lavoute C."
"Eid CN Jr"," Rose GM."
"Burnett AL"," Lue TF."
"Straub RH"," Härle P."
"Heitkemper MM"," Marotta SF."
"Dale N"," Kandel ER."
"Koob GF"," Weiss F."
"Mann DM"," Yates PO."
"Georgiev DD"," Glazebrook JF."
"Wallin A"," Gottfries CG."
"Dashwood MR"," Loesch A."
"Jürgens U"," Lu CL."
"Civelli O"," Zhou QY."
"Murray JL"," Abraham GE."
"Naito Y"," Kuzuhara S."
"STRELIN GS"," KOZLOV VV."
"Eyzaguirre C"," Fidone SJ."
"Bone EA"," Michell RH."
"Cox B"," Lee TF."
"Gonçalves PP"," Silva VS."
"Levitsky DA"," Strupp BJ."
"Striano P"," Striano S."
"Tanaka M"," Sokabe M."
"Kosower NS"," Kosower EM."
"Hawthorne JN"," Pickard MR."
"Lovenberg W"," Victor SJ."
"Rogers DP"," Goldsmith CA."
"Fagg GE"," Foster AC."
"Dindiaev SV"," Pogorelov IuV."
"Harris JB"," Ribchester RR."
"Halbreich U"," Lumley LA."
"Davies LP"," Dowe GH."
"de Graaf-Peters VB"," Hadders-Algra M."
"Sherry DM"," Yazulla S."
"Husein El Hadmed H"," Castillo RF."
"Dominguez-Rodriguez A"," Abreu-Gonzalez P."
"Baerwald CG"," Panayi GS."
"Gimmel'farb GN"," Beletskaia NV."
"López-Pousa S"," Serra-Mestres J."
"Justice JB Jr"," Neill DB."
"Aldworth ZN"," Stopfer M."
"Loonen AJ"," Soudijn W."
"Levite Teichberg M"," Riederer P."
"Erecińska M"," Troeger MB."
"FEJFAR Z"," BROD J."
"Zhang H"," Song W."
"Zaman R"," Agius M."
"Takahashi M"," Shoji-Kasai Y."
"Krishnamoorthy ES"," Trimble MR."
"Kurz A"," Lauter H."
"Kaduk B"," Barth H."
"Sanberg PR"," Johnston GA."
"Pindok MT"," Glaviano VV."
"Wong DF"," Kuhar MJ."
"Ostrander EA"," Giniger E."
"Delvaux M"," Frexinos J."
"Hucho F"," Tsetlin V."
"Griffiths PR"," Brennan PA."
"Comerci MD"," Durante C."
"Otsu Y"," Murphy TH."
"Donly BC"," Caveney S."
"Marolda R"," Ruberto G."
"Peters A"," McEwen BS."
"Blum I"," Korczyn AD."
"Werner FM"," Coveñas R."
"Goriacheva LA"," Stulova EA."
"Blakeley AG"," Summers RJ."
"Sofia RD"," Knobloch LC."
"Dorr LD"," Brody MJ."
"Norris BK"," Schweinfurth JM."
"Hutson PH"," Curzon G."
"Shulman RG"," Rothman DL."
"Eaton MJ"," Moss RL."
"Qureshi IA"," Rao KV."
"Barkhatova VP"," Zavalishin IA."
"Buś R"," Pikuła S."
"Roelands B"," Meeusen R."
"Dluzen DE"," Ramirez VD."
"Li SC"," Dinse HR."
"Dharmsathaphorn K"," Barrett KE."
"Pinchuk VG"," Balitskiĭ KP."
"Fukuda M"," Mikoshiba K."
"Burt AM"," Narayanan CH."
"Rotshenker S"," Rahamimoff R."
"Thesleff S"," Lundh H."
"Kim JH"," Huganir RL."
"Chentanez T"," Redburn DA."
"Gentile NT"," McIntosh TK."
"Malloy TR"," Malkowicz B."
"Whittaker VP"," Luqmani YA."
"Greene RW"," Carpenter DO."
"Pinheiro PS"," Mulle C."
"Enna SJ"," Maggi A."
"Chesler M"," Chen JC."
"Bondy SC"," Purdy JL."
"Böke T"," Malik KU."
"Burleson ML"," Milsom WK."
"Nicholls D"," Attwell D."
"Jacqmin P"," Lesne M."
"Growdon JH"," Corkin S."
"Zhou T"," Wang TB."
"Edvinsson L"," Uddman R."
"Isaacson JS"," Walmsley B."
"Ahrén B"," Pettersson M."
"Swaab DF"," Mirmiran M."
"Has ATC"," Chebib M."
"Fong AY"," Potts JT."
"Zengel JE"," Magleby KL."
"LENFELD J"," STOJAN B."
"Fields RD"," Stevens-Graham B."
"Bennett MK"," Scheller RH."
"Sorkin LS"," Wallace MS."
"Deckert J"," Gleiter CH."
"Morris JF"," Pow DV."
"Cadet JL"," Lohr JB."
"Ankier SI"," Leonard BE."
"Olson LG"," Saunders NA."
"McKechnie SR"," Drummond GB."
"Reubi JC"," Maurer R."
"Zhao P"," Cheng J."
"Schmidt M"," Butterweck V."
"Campfield LA"," Smith FJ."
"Tilson HA"," Kodavanti PR."
"Bradbury AF"," Smyth DG."
"Johnson D"," Krenger W."
"Silinsky EM"," Searl TJ."
"Lai B"," Zheng P."
"Blight AR"," Precht W."
"Travagli RA"," Rogers RC."
"Kalant H"," Woo N."
"Trimbuch T"," Rosenmund C."
"Culotta E"," Koshland DE Jr."
"Zhou ZJ"," Zhao D."
"Dardenne M"," Savino W."
"Sawle GV"," Brooks DJ."
"Bowser MT"," Kennedy RT."
"Vermetten E"," Bremner JD."
"Blum R"," Konnerth A."
"Crawford AC"," McBurney RN."
"Liu QZ"," Hu LQ."
"Zesiewicz TA"," Sullivan KL."
"Kriebel ME"," Bridy DJ."
"Lnenicka GA"," Hong SJ."
"Kreitzer AC"," Berke JD."
"Earnst KS"," Kring AM."
"Anand A"," Paintal AS."
"Nishioka GJ"," Montgomery MT."
"Slominski A"," Wortsman J."
"Kalsner S"," Abdali SA."
"Lindgren CA"," Laird MV."
"Mukhopadhyay S"," Mukhopadhyay AK."
"Blass JP"," Gibson GE."
"Wooten GF"," Cardon PV."
"Lippe B"," Frasier SD."
"Cutolo M"," Straub RH."
"Karpenko MN"," Tikhomirova MS."
"Pearson SJ"," Reynolds GP."
"Stork O"," Pape HC."
"Delpire E"," Weaver CD."
"Burks FN"," Peters KM."
"Buchanan RW"," Carpenter WT Jr."
"Sharma A"," Mathur VP."
"Vizi ES"," Lábos E."
"Illes P"," Nörenberg W."
"Rowe JS"," Ruddock KH."
"Song SH"," Augustine GJ."
"Lagercrantz H"," Ringstedt T."
"GORSHKOVA SM"," ORLOVA SE."
"Müller N"," Schwarz MJ."
"Highstein SM"," Bennett MV."
"Lasek R"," Müller M."
"Williams DR"," Bürkner PC."
"Matty MA"," Chalasani SH."
"Südhof TC"," Jahn R."
"Filimonov VG"," Sherstnev VV."
"Hagan RM"," Hughes IE."
"Sakmann B"," Neher E."
"Hooper SL"," Marder E."
"Hobson JA"," McCarley RW."
"Panula P"," Nuutinen S."
"Lacour M"," Tighilet B."
"Silvestrini B"," Valeri P."
"Costa M"," Furness JB."
"Nettar K"," Maas C."
"Vilchis C"," Salceda R."
"Stahl SM"," Grady MM."
"Heath DL"," Vink R."
"Marchi M"," Grilli M."
"Kristensson K"," Olsson T."
"Walker RJ"," Kerkut GA."
"Helke CJ"," Rabchevsky A."
"Klyachko VA"," Jackson MB."
"Medina FJ"," Túnez I."
"Berninger B"," Poo Mm."
"Dreux C"," Launay JM."
"Maley B"," Elde R."
"Li X"," Clark JD."
"Moore RY"," Card JP."
"Zarrindast MR"," Oveisi MR."
"Vaarmann A"," Kask A."
"Mauskop A"," Altura BM."
"Pilc A"," Ossowska K."
"Wiśniewski K"," Car H."
"Sneddon P"," Graham A."
"Shekhtman MM"," Glezer GA."
"Weight FF"," Erulkar SD."
"Steiner MA"," Wotjak CT."
"Morley JE"," Levine AS."
"Port JD"," Agarwal N."
"Reichelt KL"," Edminson PD."
"Tsujimoto A"," Ikeda M."
"Farren CK"," Tipton KF."
"ZIEMLANSKI S"," MARKIEWICZ L."
"Srapionyan RM"," Galoyan AA."
"Zieger E"," Schubert M."
"Redburn DA"," Thomas TN."
"Hornby PJ"," Abrahams TP."
"Giniatullin RA"," Magazanik LG."
"Romanowska M"," Komoszyński M."
"Beckmann H"," Gattaz WF."
"Toru M"," Ichikawa H."
"James TA"," Starr MS."
"Navarro VM"," Tena-Sempere M."
"Lu T"," Trussell LO."
"Papp G"," Kopa Z."
"Ogawa T"," Asayama M."
"Light KE"," Stull RE."
"Agmon N"," Edelstein AL."
"Wakabayashi I"," Shizume K."
"Armstrong J"," Norris C."
"Smith CB"," Eiden LE."
"Frumkin LR"," Grim P."
"Asratian EA"," Simonov PV."
"Nakamura S"," Miyata S."
"Lafuente A"," Esquifino AI."
"Hamamoto Y"," Kano Y."
"Medina JH"," Izquierdo I."
"Kilbourn M"," Frey K."
"Grund T"," Neumann ID."
"Sikich L"," Todd RD."
"Bonanno G"," Raiteri M."
"Tiul'kova EI"," Sledkov AIu."
"Diehl DJ"," Gershon S."
"Storm-Mathisen J"," Ottersen OP."
"Telegdy G"," Adamik A."
"Pantano P"," Kuhr WG."
"Willow M"," Johnston GA."
"DeLander GE"," Wahl JJ."
"Güttler F"," Lou H."
"Fjellner B"," Hägermark O."
"Deleu D"," Bohle K."
"Bondy SC"," Harrington ME."
"Vivar C"," van Praag H."
"Parnas H"," Segel LA."
"Vizi ES"," Sperlágh B."
"Uziel Y"," Wolach B."
"Cane KN"," Anderson CR."
"Bristow MR"," Lowes BD."
"Crawley JN"," Corwin RL."
"Gold PW"," Charney DS."
"Habermeier-Muth A"," Muscholl E."
"Connolly CI"," Burns JB."
"Loh HH"," Li CH."
"Barkai AI"," Murthy LR."
"Zimmerman G"," Soreq H."
"Nadim F"," Bucher D."
"Tabti N"," Poo MM."
"Schwartz DD"," Eikenburg DC."
"Sterin-Borda L"," Borda E."
"Chichery R"," Chichery MP."
"Melcangi RC"," Panzica GC."
"Brett SJ"," Evans TW."
"Ilson D"," Collier B."
"Leung MS"," Wong CC."
"Nezabudkin SN"," Kachan AT."
"Gerstbrein K"," Sitte HH."
