"Authors"
"Strandwitz P."
"Südhof TC."
"Zeisel A, Hochgerner H, Lönnerberg P, Johnsson A, Memic F, van der Zwan J, Häring M, Braun E, Borm LE, La Manno G, Codeluppi S, Furlan A, Lee K, Skene N, Harris KD, Hjerling-Leffler J, Arenas E, Ernfors P, Marklund U, Linnarsson S."
"Siafis S, Tzachanis D, Samara M, Papazisis G."
"Briguglio M, Dell'Osso B, Panzica G, Malgaroli A, Banfi G, Zanaboni Dina C, Galentino R, Porta M."
"Da Silva Santos R, Galdino G."
"Yam MF, Loh YC, Tan CS, Khadijah Adam S, Abdul Manan N, Basir R."
"Li Y, Wu F, Cheng K, Shen XY, Lao LX."
"Wang H, Jing M, Li Y."
"Filosa S, Di Meo F, Crispi S."
"Kelly MJ, Qiu J, Rønnekleiv OK."
"Xie R, Xie H, Krewski D, He G."
"Arese M, Bussolino F, Pergolizzi M, Bizzozero L, Pascal D."
"Chaudhari N, Dawalbhakta M, Nampoothiri L."
"Moon JM, Thapliyal N, Hussain KK, Goyal RN, Shim YB."
"Aashish A, Sadanandhan NK, Ganesan KP, Saraswathy Hareesh UN, Muthusamy S, Devaki SJ."
"Zhang QJ, Xia JD, Song NH."
"Maity BK, Maiti S."
"Bentur OS, Sarig G, Brenner B, Jacob G."
"Saedi S, Khoradmehr A, Mohammad Reza JS, Tamadon A."
"Koshal P, Jamwal S, Kumar P."
"Kölker S."
"Taira J, Higa I, Tsuchida E, Isomura N, Iguchi A."
"Cheung AC, Lorenzo Pisarello MJ, LaRusso NF."
"Svensson E, Williams MJ, Schiöth HB."
"Caragher SP, Hall RR, Ahsan R, Ahmed AU."
"Kuol N, Stojanovska L, Apostolopoulos V, Nurgali K."
"Hyung S, Jung K, Cho SR, Jeon NL."
"Diamond JS."
"Nagatsu T."
"Mayor D, Tymianski M."
"Kuol N, Stojanovska L, Apostolopoulos V, Nurgali K."
"Li X, Dun MD, Faulkner S, Hondermarck H."
"Hillyer JF."
"Hirjak D, van Harten PN, Wolf RC."
"Schneider AC, Seichter HA, Neupert S, Hochhaus AM, Smarandache-Wellmann CR."
"Liu Y, Zhao J, Guo W."
"Tristán-Noguero A, García-Cazorla À."
"Moody AS, Sharma B."
"Cao ZX, Liu AG, Zhu TT, Li XJ, Wei YT, Yan XK."
"Ma L, Shen X, Kang X."
"Merino-Jiménez C, Miguel F, Feria Pliego JA, Zetina Rosales ME, Cifuentes F, Morales MA."
"Koelle MR."
"Kaur T, Shyu BC."
"Baranwal A, Chandra P."
"Soliman AM, Fathalla AM, Moustafa AA."
"Wang B, Li HH, Yue XJ, Jia FY, DU L."
"Rangiah K, Palakodeti D."
"Del Bonis-O'Donnell JT, Thakrar A, Hirschberg JW, Vong D, Queenan BN, Fygenson DK, Pennathur S."
"Terenina NB, Kreshchenko ND, Mochalova NB, Movsesyan SO."
"Rybnikova E."
"Wasek B, Arning E, Bottiglieri T."
"Huang D, Zhang L, Yang JQ, Luo Y, Cui T, Du TT, Jiang XH."
"Paudel S, Sun N, Khadka DB, Yoon G, Kim KM, Cheon SH."
"Haduch A, Daniel WA."
"Ahmed NA, Radwan NM, Aboul Ezz HS, Khadrawy YA, Salama NA."
"Villalobos-Gómez FDR, García-Lorenzana M, Escobedo G, Talamás-Rohana P, Salinas-Gutiérrez R, Hernández-Ramírez VI, Sánchez-Alemán E, Campos-Esparza MDR, Muñoz-Ortega MH, Ventura-Juárez J."
"Miękus N, Olędzka I, Harshkova D, Liakh I, Plenis A, Kowalski P, Bączek T."
"Lee YN, Okumura K, Horio T, Iwata T, Takahashi K, Hattori T, Sawada K."
"Kim DH, Oh Y, Shin H, Park C, Blaha CD, Bennet KE, Kim IY, Lee KH, Jang DP."
"Enomoto Y, Nt An P, Yamaguchi M, Fukusaki E, Shimma S."
"Paudel S, Min X, Acharya S, Khadka DB, Yoon G, Kim KM, Cheon SH."
"Cao Q, Ouyang C, Zhong X, Li L."
"Bagley MC, Ekelöf M, Rock K, Patisaul H, Muddiman DC."
"Niyonambaza SD, Boisselier E, Boukadoum M, Miled A."
"Scurfield AK."
"Froudist-Walsh S, López-Barroso D, José Torres-Prioris M, Croxson PL, Berthier ML."
"Wang S, Cui W, Zeng M, Ren Y, Han S, Li J."
"Zhao DH, Wang YC, Zheng LW, Liu BY, Guan LP."
"Ullah I, Subhan F, Alam J, Shahid M, Ayaz M."
"Pan JX, Xia JJ, Deng FL, Liang WW, Wu J, Yin BM, Dong MX, Chen JJ, Ye F, Wang HY, Zheng P, Xie P."
"Miękus N, Olędzka I, Kossakowska N, Plenis A, Kowalski P, Prahl A, Bączek T."
"Fathali H, Dunevall J, Majdi S, Cans AS."
"Scaros AT, Croll RP, Baratte S."
"Liu Z, Wang L, Lv Z, Zhou Z, Wang W, Li M, Yi Q, Qiu L, Song L."
"Di GQ, Qin ZQ."
"Chai W, Han Z, Wang Z, Li Z, Xiao F, Sun Y, Dai Y, Tang R, Dai J."
"Zhang T, Liu P, Sun Y, Ren N, Nie S."
"Kiso T, Moriyama A, Furutani M, Matsuda R, Funatsu Y."
"Dai J, Liu J, Zhou M, Wang W, Xu ZD, Wang N."
"Amano I, Takatsuru Y, Khairinisa MA, Kokubo M, Haijima A, Koibuchi N."
"Chen C, Fan Q, Nong Z, Chen W, Li Y, Huang L, Feng D, Pan X, Lan S."
"Minaz N, Razdan R, Hammock BD, Goswami SK."
"Huang D, Jiang QS, Yang JQ, Cui T, Wang NR, Du TT, Jiang XH."
"Kaundal M, Deshmukh R, Akhtar M."
"van Veenendaal TM, Backes WH, Tse DHY, Scheenen TWJ, Klomp DW, Hofman PAM, Rouhl RPW, Vlooswijk MCG, Aldenkamp AP, Jansen JFA."
"Sun Z, Li Q, Bi K."
"Hansen SN, Schou-Pedersen AMV, Lykkesfeldt J, Tveden-Nyborg P."
"Hamdy MM, Elbadr MM, Barakat A."
"Jha RR, Singh C, Pant AB, Patel DK."
"Castagnola E, Vahidi NW, Nimbalkar S, Rudraraju S, Thielk M, Zucchini E, Cea C, Carli S, Gentner TQ, Ricci D, Fadiga L, Kassegne S."
"Henke A, Kovalyova Y, Dunn M, Dreier D, Gubernator NG, Dincheva I, Hwu C, Šebej P, Ansorge MS, Sulzer D, Sames D."
"Theisen U, Hey S, Hennig CD, Schnabel R, Köster RW."
"Yao Y, Zhao S, Zhang Y, Tang L, An Z, Lu L, Yao S."
