"Authors"
"Zarrindast MR, Khakpai F."
"Kavalali ET."
"Barth C, Villringer A, Sacher J."
"Bucher ES, Wightman RM."
"Nuche-Berenguer B, Jensen RT."
"Joca SR, Moreira FA, Wegener G."
"Verkhratsky A, Nedergaard M, Hertz L."
"Das V."
"Sanghavi BJ, Wolfbeis OS, Hirsch T, Swami NS."
"Askenasy N, Askenasy JJ."
"Abad VC, Guilleminault C."
"Liang R, Broussard GJ, Tian L."
"Wijtenburg SA, Yang S, Fischer BA, Rowland LM."
"Oukhatar F, Meudal H, Landon C, Logothetis NK, Platas-Iglesias C, Angelovski G, Tóth É."
"Benson C, Mifflin K, Kerr B, Jesudasan SJ, Dursun S, Baker G."
"Proft J, Weiss N."
"Stahl SM."
"Klockow JL, Hettie KS, Secor KE, Barman DN, Glass TE."
"Szymańska K, Kuśmierska K, Demkow U."
"Słoniecka M, Le Roux S, Boman P, Byström B, Zhou Q, Danielson P."
"Özel RE, Hayat A, Andreescu S."
"Evans GJ."
"Li D, Mabrouk OS, Liu T, Tian F, Xu G, Rengifo S, Choi SJ, Mathur A, Crooks CP, Kennedy RT, Wang MM, Ghanbari H, Borjigin J."
"Lin HJ, Lu HH, Liu KM, Chau CM, Hsieh YZ, Li YK, Liau I."
"Oukhatar F, Même S, Même W, Szeremeta F, Logothetis NK, Angelovski G, Tóth É."
"Tang L, Du D, Yang F, Liang Z, Ning Y, Wang H, Zhang GJ."
"de Munck E, Muñoz-Sáez E, Miguel BG, Solas MT, Martínez A, Arahuetes RM."
"Zhai XJ, Chen F, Zhu CR, Lu YN."
"Millichap JG."
"Faryadian S, Khosravi A."
"Jastrzębska J, Frankowska M, Szumiec Ł, Sadakierska-Chudy A, Haduch A, Smaga I, Bystrowska B, Daniel WA, Filip M."
"Megha K, Deshmukh PS, Ravi AK, Tripathi AK, Abegaonkar MP, Banerjee BD."
"Jiang Y, Lian Y, Tao N, Ge H, Liu J."
"Hillyer JF, Estévez-Lao TY, Mirzai HE."
"Camargo JA, Bertolucci PH."
"Fischer AF, Matera KM."
"Chung YH, Lee YJ, Lee HS, Chung SJ, Lim CH, Oh KW, Sohn UD, Park ES, Jeong JH."
"Podvin S, Bundey R, Toneff T, Ziegler M, Hook V."
"Tufi S, Lamoree M, de Boer J, Leonards P."
"Krishnakumar D, Hamblin MR, Lakshmanan S."
"Banerjee J, Papu John AM, Schuller HM."
"Domingues DS, Crevelin EJ, de Moraes LA, Cecilio Hallak JE, de Souza Crippa JA, Costa Queiroz ME."
"Taherpour AA, Rizehbandi M, Jahanian F, Naghibi E, Mahdizadeh NA."
"Sariego-Jamardo A, García-Cazorla A, Artuch R, Castejón E, García-Arenas D, Molero-Luis M, Ormazábal A, Sanmartí FX."
"Xie MZ, Luo P, Ma B, Li L, Wang DH, Qi QH."
"Şanlı N, Tague SE, Lunte C."
"Ghisleni C, Bollmann S, Poil SS, Brandeis D, Martin E, Michels L, O'Gorman RL, Klaver P."
"Li X, Majdi S, Dunevall J, Fathali H, Ewing AG."
