"Authors"
"Faquih AE, Memon RI, Hafeez H, Zeshan M, Naveed S."
"Kabata H, Artis D."
"Brennenstuhl H, Jung-Klawitter S, Assmann B, Opladen T."
"Jamwal S, Kumar P."
"Chagraoui A, Boulain M, Juvin L, Anouar Y, Barrière G, Deurwaerdère P."
"Grover S, Patil A, Kaur A, Garg G."
"Vogt N."
"Jung-Klawitter S, Kuseyri Hübschmann O."
"Kerage D, Sloan EK, Mattarollo SR, McCombe PA."
"Shariatgorji M, Nilsson A, Fridjonsdottir E, Vallianatou T, Källback P, Katan L, Sävmarker J, Mantas I, Zhang X, Bezard E, Svenningsson P, Odell LR, Andrén PE."
"Predescu DV, Crețoiu SM, Crețoiu D, Pavelescu LA, Suciu N, Radu BM, Voinea SC."
"Iovino M, Messana T, Iovino E, De Pergola G, Guastamacchia E, Giagulli VA, Triggiani V."
"Ramírez-Sánchez M, Prieto I, Segarra AB, Martínez-Cañamero M, Banegas I, de Gasparo M."
"Shin M, Wang Y, Borgus JR, Venton BJ."
"Sen S."
"Iovino M, Messana T, De Pergola G, Iovino E, Guastamacchia E, Giagulli VA, Triggiani V."
"Wang LS, Zhang MD, Tao X, Zhou YF, Liu XM, Pan RL, Liao YH, Chang Q."
"Svanström C, Lonne-Rahm SB, Nordlind K."
"Oh J, Petersen C, Walsh CM, Bittencourt JC, Neylan TC, Grinberg LT."
"Forsythe P."
"Van Erum J, Van Dam D, De Deyn PP."
"Joseph D, Pidathala S, Mallela AK, Penmatsa A."
"Singer HS, Augustine F."
"Ojeda J, Ávila A."
"Tavakolian-Ardakani Z, Hosu O, Cristea C, Mazloum-Ardakani M, Marrazza G."
"Volonté C, Amadio S, Fabbrizio P, Apolloni S."
"Pérez AR, Mendes-da-Cruz DA, Geenen V, Savino W."
"Huang CP, Lin YW, Lee DY, Hsieh CL."
"Kim D , Lee JS ."
"Cabré G, Garrido-Charles A, González-Lafont À, Moormann W, Langbehn D, Egea D, Lluch JM, Herges R, Alibés R, Busqué F, Gorostiza P, Hernando J."
"Elkhatib SK, Case AJ."
"Hook V, Kind T, Podvin S, Palazoglu M, Tran C, Toneff T, Samra S, Lietz C, Fiehn O."
"Cao Y, Zhang M, Liu M, Hong Z."
"Werner FM, Coveñas R."
"Konishi M, Hayakawa Y, Koike K."
"Wang J, Miao Y."
"Giannini A, Caretto M, Genazzani AR, Simoncini T."
"Xu X, Liu L, Zhao L, Li B, Jing X, Qu Z, Zhu Y, Zhang Y, Li Z, Fisher M, Cairns BE, Wang L."
"Hsieh V, Okada S, Wei H, García-Álvarez I, Barandov A, Alvarado SR, Ohlendorf R, Fan J, Ortega A, Jasanoff A."
"Dorninger F, König T, Scholze P, Berger ML, Zeitler G, Wiesinger C, Gundacker A, Pollak DD, Huck S, Just WW, Forss-Petter S, Pifl C, Berger J."
"Assirey EAR."
"Porcel-Valenzuela M, Huerta F, Morallón E, Montilla F."
"Sou K, Le DL, Sato H."
"Bi XN, Qi J, Huang YF, Wei GJ, Zhang T, Wang HY, Wang SQ, Li ZH, Zheng W, Wang Q, Zhang YJ."
"Mitchell DE, Martineau É, Tazerart S, Araya R."
"Wells SS, Dawod M, Kennedy RT."
"Bain KA, Milling S."
"Jing M, Zhang Y, Wang H, Li Y."
"Spergel DJ."
"Zhao XE, He Y, Zhu S, Xu Y, You J, Bai Y, Liu H."
"Olesti E, Rodríguez-Morató J, Gomez-Gomez A, Ramaekers JG, de la Torre R, Pozo OJ."
"Hegazi S, Lowden C, Rios Garcia J, Cheng AH, Obrietan K, Levine JD, Cheng HM."
"Frederiksen SD, Haanes KA, Warfvinge K, Edvinsson L."
"Vander Ende E, Bourgeois MR, Henry AI, Chávez JL, Krabacher R, Schatz GC, Van Duyne RP."
"Zhang Y, Jin C, Wang X, Shen M, Zhou J, Wu S, Fu Z, Jin Y."
"Snowden SG, Ebshiana AA, Hye A, Pletnikova O, O'Brien R, Yang A, Troncoso J, Legido-Quigley C, Thambisetty M."
"Shi R, Wu Q, Xin C, Yu H, Lim KL, Li X, Shi Z, Zhang CW, Qian L, Li L, Huang W."
"Cao Q, Wang Y, Chen B, Ma F, Hao L, Li G, Ouyang C, Li L."
"Marx G, Gilon C."
"Gómez-Canela C, Rovira García X, Martínez-Jerónimo F, Marcé RM, Barata C."
"van den Brink FTG, Phisonkunkasem T, Asthana A, Bomer JG, van den Maagdenberg AMJM, Tolner EA, Odijk M."
"Boto T, Tomchik SM."
"Toljić Đ, Angelovski G."
"da Rocha AM, Kist LW, Almeida EA, Silva DGH, Bonan CD, Altenhofen S, Kaufmann CG Jr, Bogo MR, Barros DM, Oliveira S, Geraldo V, Lacerda RG, Ferlauto AS, Ladeira LO, Monserrat JM."
"Lacin H, Chen HM, Long X, Singer RH, Lee T, Truman JW."
"Baek JY, Trinh TA, Huh W, Song JH, Kim HY, Lim J, Kim J, Choi HJ, Kim TH, Kang KS."
"Hu L, Savy A, Grimaud L, Guille-Collignon M, Lemaître F, Amatore C, Delacotte J."
"Heckman P, Blokland A, Sambeth A."
"Lendor S, Hassani SA, Boyaci E, Singh V, Womelsdorf T, Pawliszyn J."
"Rabie H, Zhang Y, Pasquale N, Lagos MJ, Batson PE, Lee KB."
"Ou Y, Buchanan AM, Witt CE, Hashemi P."
"Pal I, Nath AK, Roy M, Seal M, Ghosh C, Dey A, Dey SG."
